ENTITY_CD,ENTITY_NAME,YEAR,COMMON_BRANCH,GRADE_8_MATH,GRADE_8_ENGLISH,GRADE_8_SCI,GRADE_8_SS,GRADE_10_ENGLISH,GRADE_10_MATH,GRADE_10_SCI,GRADE_10_SS
022302040001,CUBA-RUSHFORD HIGH SCHOOL,2014,,,,,,16,10,14,22
022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,2014,19,,,,,,,,
022302040004,CUBA-RUSHFORD MIDDLE SCHOOL,2014,,14,17,,18,,,,
022401040000,SCIO CENTRAL SCHOOL DISTRICT,2014,14,8,10,20,10,15,,15,15
022401040003,SCIO CENTRAL SCHOOL,2014,13,8,10,20,,15,,15,15
022302040000,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,2015,17,14,,17,18,20,23,12,29
022302040001,CUBA-RUSHFORD HIGH SCHOOL,2015,,,,,,20,23,12,29
022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,2015,17,,,,,,,,
022302040004,CUBA-RUSHFORD MIDDLE SCHOOL,2015,,14,,,18,,,,
022401040000,SCIO CENTRAL SCHOOL DISTRICT,2015,13,24,13,25,15,19,,25,21
022401040003,SCIO CENTRAL SCHOOL,2015,13,24,13,25,,19,,,21
022601060000,WELLSVILLE CENTRAL SCHOOL DISTRICT,2015,19,19,19,20,19,18,17,15,16
022601060002,WELLSVILLE MIDDLE SCHOOL,2015,,19,,20,19,,,,
022601060000,WELLSVILLE CENTRAL SCHOOL DISTRICT,2014,19,19,19,19,19,22,,17,18
022601060002,WELLSVILLE MIDDLE SCHOOL,2014,,19,19,19,19,,,,
010201040002,BERNE-KNOX-WESTERLO ELEMENTARY SCHOOL,2014,20,,,,,,,,
010306060000,BETHLEHEM CENTRAL SCHOOL DISTRICT,2014,22,25,24,25,25,24,19,20,21
010306060003,ELSMERE ELEMENTARY SCHOOL,2014,24,,,,,,,,
010306060004,GLENMONT ELEMENTARY SCHOOL,2014,20,,,,,,,,
010306060005,HAMAGRAEL ELEMENTARY SCHOOL,2014,21,,,,,,,,
010306060006,SLINGERLANDS ELEMENTARY SCHOOL,2014,23,,,,,,,,
010306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,2014,,25,24,25,25,,16,,
010306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,2014,,,,,,24,19,20,21
010306060009,EAGLE ELEMENTARY SCHOOL,2014,23,,,,,,,,
010402060001,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,2015,,,,,,23,22,18,21
010402060002,ALBERTUS W BECKER SCHOOL,2015,17,,,,,,,,
010402060003,PIETER B COEYMANS SCHOOL,2015,18,,,,,,,,
010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL,2015,,23,20,20,23,,,,
010500010000,COHOES CITY SCHOOL DISTRICT,2015,20,22,27,27,28,27,,18,16
010500010005,ABRAM LANSING SCHOOL,2015,19,,,,,,,,
010500010006,VAN SCHAICK ISLAND SCHOOL,2015,18,,,,,,,,
010402060000,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,2014,19,22,22,22,22,17,16,14,20
010402060001,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,2014,,,,,,16,16,14,20
010402060002,ALBERTUS W BECKER SCHOOL,2014,18,,,,,,,,
010402060003,PIETER B COEYMANS SCHOOL,2014,20,,,,,,,,
010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL,2014,,22,23,22,22,,,,
042302040004,CATTARAUGUS-LITTLE VALLEY MIDDLE SCHOOL,2015,31,,,,,,,,
031701060003,C R WEEKS ELEMENTARY SCHOOL,2014,18,,,,,,,,
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2014,17,22,22,22,22,,,,
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2014,,,,,,20,16,21,20
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2014,19,14,14,14,14,14,9,16,16
040204040001,WEST VALLEY CENTRAL SCHOOL,2014,19,14,14,14,14,14,9,16,16
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2014,18,22,22,22,23,21,16,22,20
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2014,,,,,,21,16,22,20
042400010000,OLEAN CITY SCHOOL DISTRICT,2015,19,23,24,23,23,24,20,20,25
042400010002,WASHINGTON WEST ELEMENTARY SCHOOL,2015,18,,,,,,,,
042400010004,EAST VIEW ELEMENTARY SCHOOL,2015,20,,,,,,,,
042400010013,OLEAN SENIOR HIGH SCHOOL,2015,,23,24,23,23,24,21,20,25
042400010016,OLEAN INTERMEDIATE-MIDDLE SCHOOL,2015,21,,,,,,,,
042801060000,GOWANDA CENTRAL SCHOOL DISTRICT,2015,19,16,16,17,17,12,11,13,13
042801060001,GOWANDA ELEMENTARY SCHOOL,2015,19,,,,,,,,
042801060005,GOWANDA MIDDLE SCHOOL,2015,,16,16,17,17,,,,
040302060002,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL,2014,18,,,,,,,,
040302060004,ALLEGANY-LIMESTONE MIDDLE SCHOOL,2014,,22,22,22,23,,,,
040901040000,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,2014,18,15,13,15,13,18,14,,18
040901040001,ELLICOTTVILLE ELEMENTARY SCHOOL,2014,18,,,,,,,,
040901040002,ELLICOTTVILLE MIDDLE SCHOOL HIGH SCHOOL,2014,,15,13,15,13,18,14,,18
041101040000,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,2014,17,17,18,16,18,19,14,19,18
042801060006,GOWANDA HIGH SCHOOL,2015,,,,,,12,11,13,13
042901040000,PORTVILLE CENTRAL SCHOOL DISTRICT,2015,21,,18,20,19,21,15,,20
042901040001,PORTVILLE ELEMENTARY SCHOOL,2015,21,,,,,,,,
042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,2015,,,18,20,19,21,15,,20
043001040000,RANDOLPH CENTRAL SCHOOL DISTRICT,2015,19,13,13,16,14,18,11,18,15
043001040002,RANDOLPH SENIOR HIGH SCHOOL,2015,,13,13,16,,18,11,18,15
043001040003,G N CHAPMAN ELEMENTARY SCHOOL,2015,19,,,,,,,,
043011020000,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,2015,6,6,6,6,6,6,6,5,
043011020001,RANDOLPH ACADEMY,2015,6,6,6,6,6,6,6,5,
041101040002,FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,,17,18,16,18,19,14,19,18
041101040003,FRANKLINVILLE ELEMENTARY SCHOOL,2014,17,,,,,,,,
041401040000,HINSDALE CENTRAL SCHOOL DISTRICT,2014,19,15,16,31,16,24,9,23,26
041401040001,HINSDALE CENTRAL SCHOOL,2014,19,15,16,31,16,24,9,23,26
042302040000,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,2014,17,13,15,14,16,19,13,17,20
042302040002,CATTARAUGUS-LITTLE VALLEY ELEMENTARY SCHOOL,2014,17,,,,,,,,
043011020002,RANDOLPH ACADEMYHAMBURG CAMPUS,2015,,7,7,7,7,,,,
043200050000,SALAMANCA CITY SCHOOL DISTRICT,2015,20,10,16,13,,13,17,20,16
043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,2015,,10,16,13,,13,17,20,16
043200050004,PROSPECT ELEMENTARY SCHOOL,2015,20,,,,,,,,
043200050005,SENECA ELEMENTARY SCHOOL,2015,20,,,,,,,,
043501060000,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,2015,19,18,17,18,18,19,20,18,19
043501060001,DELEVAN ELEMENTARY SCHOOL,2015,19,,,,,,,,
043501060004,PIONEER MIDDLE SCHOOL,2015,,18,17,18,18,,,,
042302040003,CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL,2014,,21,15,,,19,13,17,20
042302040004,CATTARAUGUS-LITTLE VALLEY MIDDLE SCHOOL,2014,16,11,,14,16,,,,
042400010000,OLEAN CITY SCHOOL DISTRICT,2014,20,23,21,23,23,23,22,20,23
042400010002,WASHINGTON WEST ELEMENTARY SCHOOL,2014,19,,,,,,,,
042400010004,EAST VIEW ELEMENTARY SCHOOL,2014,20,,,,,,,,
042400010013,OLEAN SENIOR HIGH SCHOOL,2014,,23,21,23,21,23,22,20,23
043501060005,ARCADE ELEMENTARY SCHOOL,2015,19,,,,,,,,
043501060006,PIONEER SENIOR HIGH SCHOOL,2015,,,,,,19,20,18,19
050100010000,AUBURN CITY SCHOOL DISTRICT,2015,20,20,20,21,20,21,17,23,23
050100010002,CASEY PARK ELEMENTARY SCHOOL,2015,20,,,,,,,,
050100010004,GENESEE STREET ELEMENTARY SCHOOL,2015,19,,,,,,,,
050100010005,HERMAN AVENUE ELEMENTARY SCHOOL,2015,22,,,,,,,,
050100010007,OWASCO ELEMENTARY SCHOOL,2015,19,,,,,,,,
050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL,2015,21,,,,,,,,
050100010009,AUBURN JUNIOR HIGH SCHOOL,2015,,21,20,21,20,,,,
042400010016,OLEAN INTERMEDIATE-MIDDLE SCHOOL,2014,22,,,,,,,,
042801060000,GOWANDA CENTRAL SCHOOL DISTRICT,2014,19,15,15,19,16,13,10,17,15
042801060001,GOWANDA ELEMENTARY SCHOOL,2014,19,,,,,,,,
042801060005,GOWANDA MIDDLE SCHOOL,2014,,15,15,19,16,,,,
042801060006,GOWANDA HIGH SCHOOL,2014,,,,,,13,10,17,15
042901040000,PORTVILLE CENTRAL SCHOOL DISTRICT,2014,21,14,16,,19,21,13,21,23
042901040001,PORTVILLE ELEMENTARY SCHOOL,2014,21,,,,19,,,,
050100010013,AUBURN HIGH SCHOOL,2015,,,,,,23,20,24,24
050301040000,WEEDSPORT CENTRAL SCHOOL DISTRICT,2015,20,11,15,15,15,19,12,19,18
050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,2015,,11,15,15,15,19,12,19,18
050301040003,WEEDSPORT ELEMENTARY SCHOOL,2015,20,,,,,,,,
050401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,2015,17,17,17,15,15,21,14,15,19
050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL,2015,17,,,,,,,,
050401040002,CATO-MERIDIAN MIDDLE SCHOOL,2015,,17,17,15,15,,,,
050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,2015,,,,,,21,14,15,19
050701040000,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,2015,16,12,15,15,,23,,16,15
042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,,14,16,,19,21,13,21,
043001040000,RANDOLPH CENTRAL SCHOOL DISTRICT,2014,19,16,,18,,15,12,14,
043001040002,RANDOLPH SENIOR HIGH SCHOOL,2014,,16,,18,,15,12,14,
043001040003,G N CHAPMAN ELEMENTARY SCHOOL,2014,19,,,,,,,,
043011020000,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,2014,,6,5,5,6,8,7,7,6
043011020001,RANDOLPH ACADEMY,2014,,,,6,6,7,6,6,6
043011020002,RANDOLPH ACADEMY-HOPEVALE CAMPUS,2014,,6,5,5,6,9,10,9,
043200050000,SALAMANCA CITY SCHOOL DISTRICT,2014,21,14,13,16,15,15,18,21,18
043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,2014,,14,13,16,15,15,18,21,18
043200050004,PROSPECT ELEMENTARY SCHOOL,2014,20,,,,,,,,
043200050005,SENECA ELEMENTARY SCHOOL,2014,22,,,,,,,,
043501060000,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,2014,19,16,18,15,16,20,19,17,20
043501060001,DELEVAN ELEMENTARY SCHOOL,2014,19,,,,,,,,
043501060004,PIONEER MIDDLE SCHOOL,2014,23,16,18,15,16,,,,
043501060005,ARCADE ELEMENTARY SCHOOL,2014,18,,,,,,,,
043501060006,PIONEER SENIOR HIGH SCHOOL,2014,,,,,,20,19,17,20
050100010000,AUBURN CITY SCHOOL DISTRICT,2014,21,20,22,20,23,21,21,,20
050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,2015,,12,15,15,,23,,16,15
050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,2015,16,,,,,,,,
051101040000,PORT BYRON CENTRAL SCHOOL DISTRICT,2015,20,22,22,23,,24,26,,23
051101040001,A A GATES ELEMENTARY SCHOOL,2015,20,,,,,,,,
051101040004,PORT BYRON SENIOR HIGH SCHOOL,2015,,22,22,23,,24,26,,23
051301040000,MORAVIA CENTRAL SCHOOL DISTRICT,2015,19,20,19,19,19,13,18,15,13
051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL,2015,19,,,,,,,,
050100010002,CASEY PARK ELEMENTARY SCHOOL,2014,21,,,,,,,,
050100010004,GENESEE STREET ELEMENTARY SCHOOL,2014,19,,,,,,,,
050100010005,HERMAN AVENUE ELEMENTARY SCHOOL,2014,22,,,,,,,,
050100010007,OWASCO ELEMENTARY SCHOOL,2014,20,,,,,,,,
050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL,2014,22,,,,,,,,
050100010009,AUBURN JUNIOR HIGH SCHOOL,2014,,20,23,22,23,,,,
050100010013,AUBURN HIGH SCHOOL,2014,,,,,,25,24,,21
050301040000,WEEDSPORT CENTRAL SCHOOL DISTRICT,2014,18,16,20,21,21,24,14,23,22
050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,2014,,16,20,21,21,24,14,23,22
000023000000,LEWIS County,2016,18,19,21,20,22,19,16,18,20
050301040003,WEEDSPORT ELEMENTARY SCHOOL,2014,18,,,,,,,,
051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,2015,,20,19,19,19,13,18,15,13
051901040000,UNION SPRINGS CENTRAL SCHOOL DISTRICT,2015,18,18,21,22,23,16,16,20,23
051901040002,ANDREW J SMITH ELEMENTARY SCHOOL,2015,19,,,,,,,,
051901040003,CAYUGA ELEMENTARY SCHOOL,2015,18,,,,,,,,
051901040005,UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL,2015,,18,21,22,23,16,16,20,23
060201060000,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,2015,21,20,17,21,20,16,16,19,23
060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL,2015,,,,,,16,16,19,23
050401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,2014,19,18,18,18,18,17,14,17,18
050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL,2014,19,,,,,,,,
050401040002,CATO-MERIDIAN MIDDLE SCHOOL,2014,19,18,18,18,18,,,,
050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,2014,,,,,,17,14,17,18
050701040000,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,2014,16,18,18,18,18,21,16,,20
050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,2014,,18,18,18,18,21,16,,20
050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,2014,16,,,,,,,,
060201060006,SOUTHWESTERN MIDDLE SCHOOL,2015,,20,17,21,20,,,,
060201060007,SOUTHWESTERN ELEMENTARY SCHOOL,2015,21,,,,,,,,
060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,2015,18,16,16,16,16,20,14,19,20
022601060004,WELLSVILLE SENIOR HIGH SCHOOL,2014,,,,,,22,,17,18
022601060005,WELLSVILLE ELEMENTARY SCHOOL,2014,19,,,,,,,,
022902040000,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,2014,16,18,22,22,23,18,17,15,17
022601060004,WELLSVILLE SENIOR HIGH SCHOOL,2015,,,,,,18,17,15,16
022601060005,WELLSVILLE ELEMENTARY SCHOOL,2015,19,,,,,,,,
022902040000,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,2015,14,18,16,16,16,14,23,,15
022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,2015,,18,16,16,16,14,23,,15
022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,2015,14,,,,,,,,
030101060000,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,2015,21,21,21,21,21,20,22,21,21
030101060001,CHENANGO FORKS ELEMENTARY SCHOOL,2015,21,,,,,,,,
030101060003,CHENANGO FORKS HIGH SCHOOL,2015,,,,,,20,22,21,21
030101060004,CHENANGO FORKS MIDDLE SCHOOL,2015,,21,21,21,21,,,,
030200010000,BINGHAMTON CITY SCHOOL DISTRICT,2015,19,19,18,20,20,20,22,22,21
022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,2014,,18,22,22,23,,17,15,17
022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,2014,16,,,,,,,,
030101060000,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,2014,23,24,24,24,24,24,,23,24
030101060001,CHENANGO FORKS ELEMENTARY SCHOOL,2014,23,,,,,,,,
030101060003,CHENANGO FORKS HIGH SCHOOL,2014,,,,,,24,,23,24
030101060004,CHENANGO FORKS MIDDLE SCHOOL,2014,,22,24,22,24,,,,
030200010000,BINGHAMTON CITY SCHOOL DISTRICT,2014,20,19,20,20,19,18,18,24,23
030200010002,CALVIN COOLIDGE SCHOOL,2014,17,,,,,,,,
030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2014,22,,,,,,,,
030200010002,CALVIN COOLIDGE SCHOOL,2015,18,,,,,,,,
030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2015,19,,,,,,,,
030200010008,THOMAS JEFFERSON SCHOOL,2015,20,,,,,,,,
030200010011,MACARTHUR SCHOOL,2015,19,,,,,,,,
030200010012,THEODORE ROOSEVELT SCHOOL,2015,19,,,,,,,,
030200010014,WOODROW WILSON SCHOOL,2015,19,,,,,,,,
030200010015,EAST MIDDLE SCHOOL,2015,,18,18,20,,,,,
030200010016,WEST MIDDLE SCHOOL,2015,,19,18,21,20,,,,
030200010008,THOMAS JEFFERSON SCHOOL,2014,21,,,,,,,,
030200010011,MACARTHUR SCHOOL,2014,21,,,,,,,,
030200010012,THEODORE ROOSEVELT SCHOOL,2014,22,,,,,,,,
030200010014,WOODROW WILSON SCHOOL,2014,21,,,,,,,,
030200010015,EAST MIDDLE SCHOOL,2014,23,16,18,19,18,,,,
030200010016,WEST MIDDLE SCHOOL,2014,20,21,21,22,21,,,,
030200010021,BINGHAMTON HIGH SCHOOL,2014,,,,,,18,18,24,23
030200010022,HORACE MANN SCHOOL,2014,17,,,,,,,,
030200010021,BINGHAMTON HIGH SCHOOL,2015,,,,,,20,22,22,21
030200010022,HORACE MANN SCHOOL,2015,19,,,,,,,,
030501040000,HARPURSVILLE CENTRAL SCHOOL DISTRICT,2015,16,19,21,18,21,16,18,,17
030501040001,W A OLMSTED ELEMENTARY SCHOOL,2015,16,,,,,,,,
030501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,2015,,19,21,18,21,16,18,,17
030601060000,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,2015,20,15,15,14,15,18,17,16,18
030601060001,BROOKSIDE ELEMENTARY SCHOOL,2015,19,,,,,,,,
030601060004,F P DONNELLY SCHOOL,2015,21,,,,,,,,
030601060005,RICHARD T STANK MIDDLE SCHOOL,2015,,15,15,14,15,,,,
030501040000,HARPURSVILLE CENTRAL SCHOOL DISTRICT,2014,17,20,20,18,20,21,16,17,20
030501040001,W A OLMSTED ELEMENTARY SCHOOL,2014,17,,,,,,,,
030501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,,20,20,18,20,21,16,17,20
030601060000,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,2014,20,17,18,16,17,19,18,17,19
030601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL,2015,,14,,,,20,17,17,18
030701060000,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,2015,22,20,21,20,20,19,17,20,19
030701060001,CHENANGO VALLEY HIGH SCHOOL,2015,,,,,,19,19,20,19
030701060003,CHENANGO BRIDGE ELEMENTARY SCHOOL,2015,24,,22,,,,,,
030701060004,PORT DICKINSON ELEMENTARY SCHOOL,2015,21,,,,,,,,
030701060005,CHENANGO VALLEY MIDDLE SCHOOL,2015,,18,20,20,19,,,,
031101060000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,2015,22,22,24,23,22,22,21,21,24
031101060003,HOMER BRINK SCHOOL,2015,22,,,,,,,,
031101060004,MAINE MEMORIAL SCHOOL,2015,22,,,,,,,,
031101060005,MAINE-ENDWELL MIDDLE SCHOOL,2015,,22,24,23,,,,,
030601060001,BROOKSIDE ELEMENTARY SCHOOL,2014,20,,,,,,,,
030601060004,F P DONNELLY SCHOOL,2014,21,,,,,,,,
030601060005,RICHARD T STANK MIDDLE SCHOOL,2014,,16,18,16,17,,,,
031101060006,MAINE-ENDWELL SENIOR HIGH SCHOOL,2015,,,,,22,22,21,21,24
031301040000,DEPOSIT CENTRAL SCHOOL DISTRICT,2015,16,14,14,14,21,20,13,18,15
031301040002,DEPOSIT ELEMENTARY SCHOOL,2015,16,,,,,,,,
031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,2015,,14,14,14,21,20,13,18,15
031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2015,19,20,23,24,24,16,19,21,20
031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,2015,20,20,23,24,24,,,,
031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,2015,,,,,,16,19,21,22
031401060005,CARYL E ADAMS PRIMARY SCHOOL,2015,19,,,,,,,,
031501060000,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,2015,20,21,21,23,20,19,19,19,21
031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL,2015,20,,,,,,,,
031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,2015,21,,,,,,,,
031501060009,JENNIE F SNAPP MIDDLE SCHOOL,2015,,21,21,23,20,,,,
030601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL,2014,,19,,18,,19,18,17,19
030701060000,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,2014,20,20,21,25,22,19,23,,19
030701060001,CHENANGO VALLEY HIGH SCHOOL,2014,,,,,,19,23,,19
030701060003,CHENANGO BRIDGE ELEMENTARY SCHOOL,2014,24,,,,,,,,
030701060004,PORT DICKINSON ELEMENTARY SCHOOL,2014,20,,,,,,,,
030701060005,CHENANGO VALLEY MIDDLE SCHOOL,2014,,20,21,25,22,,,,
031101060000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,2014,22,21,24,23,21,21,22,23,22
031101060003,HOMER BRINK SCHOOL,2014,22,,,,,,,,
031501060012,UNION-ENDICOTT HIGH SCHOOL,2015,,,,,,19,19,19,21
031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL,2015,18,,,,,,,,
031501060014,ANN G MCGUINNESS ELEMENTAR SCHOOL,2015,21,,,,,,,,
031502060000,JOHNSON CITY CENTRAL SCHOOL DISTRICT,2015,21,23,24,17,17,21,17,24,22
031502060001,JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL,2015,22,,,,,,,,
031502060003,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL,2015,19,,,,,,,,
031502060005,JOHNSON CITY MIDDLE SCHOOL,2015,,23,24,17,17,,,,
031502060006,JOHNSON CITY SENIOR HIGH SCHOOL,2015,,,,,,21,17,24,22
031101060004,MAINE MEMORIAL SCHOOL,2014,22,,,,,,,,
031101060005,MAINE-ENDWELL MIDDLE SCHOOL,2014,26,21,24,23,20,,,15,
031101060006,MAINE-ENDWELL SENIOR HIGH SCHOOL,2014,,,,,22,21,22,24,22
031301040000,DEPOSIT CENTRAL SCHOOL DISTRICT,2014,16,15,15,16,15,18,7,16,17
031301040002,DEPOSIT ELEMENTARY SCHOOL,2014,16,,,,,,,,
031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,2014,,15,15,16,15,18,7,16,17
031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2014,20,19,21,23,23,21,17,21,18
031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,2014,19,19,21,23,23,,,,
031601060000,VESTAL CENTRAL SCHOOL DISTRICT,2015,20,23,23,23,24,21,22,20,22
031601060021,AFRICAN ROAD ELEMENTARY SCHOOL,2015,20,,,,,,,,
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2015,19,,,,,,,,
031601060023,GLENWOOD ELEMENTARY SCHOOL,2015,21,,,,,,,,
031601060026,TIOGA HILLS ELEMENTARY SCHOOL,2015,20,,,,,,,,
031601060028,VESTAL HILLS ELEMENTARY SCHOOL,2015,19,,,,,,,,
031601060041,VESTAL MIDDLE SCHOOL,2015,,23,23,24,24,,,,
031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,2014,,,,,,21,17,21,18
031401060005,CARYL E ADAMS PRIMARY SCHOOL,2014,20,,,,,,,,
031501060000,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,2014,20,18,20,20,20,23,16,18,23
031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL,2014,20,,,,,,,,
031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,2014,21,,,,,,,,
031501060009,JENNIE F SNAPP MIDDLE SCHOOL,2014,,18,20,20,20,,,,
031501060012,UNION-ENDICOTT HIGH SCHOOL,2014,,,,,,23,16,18,23
031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL,2014,18,,,,,,,,
031501060014,ANN G MCGUINNESS ELEMENTAR SCHOOL,2014,20,,,,,,,,
031502060000,JOHNSON CITY CENTRAL SCHOOL DISTRICT,2014,23,24,21,22,22,21,19,20,25
031502060001,JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL,2014,25,,,,,,,,
031601060051,VESTAL SENIOR HIGH SCHOOL,2015,,,,23,,21,22,20,22
031701060000,WINDSOR CENTRAL SCHOOL DISTRICT,2015,19,21,21,21,21,19,13,19,26
031701060002,FLOYD BELL ELEMENTARY SCHOOL,2015,21,,,,,,,,
031701060003,C R WEEKS ELEMENTARY SCHOOL,2015,19,,,,,,,,
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2015,16,21,21,21,21,,,,
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2015,,,,,,19,13,19,26
031502060003,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL,2014,22,,,,,,,,
031502060005,JOHNSON CITY MIDDLE SCHOOL,2014,,24,21,22,22,,,,
031502060006,JOHNSON CITY SENIOR HIGH SCHOOL,2014,,,,,,21,19,20,25
031601060000,VESTAL CENTRAL SCHOOL DISTRICT,2014,20,23,23,23,23,23,24,21,24
031601060021,AFRICAN ROAD ELEMENTARY SCHOOL,2014,20,,,,,,,,
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2014,21,,,,,,,,
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2015,18,13,24,24,24,23,,23,24
040204040001,WEST VALLEY CENTRAL SCHOOL,2015,18,13,24,24,24,23,,23,24
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2015,20,23,21,18,23,18,16,17,19
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2015,,,,15,,18,16,15,19
040302060002,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL,2015,20,,,,,,,,
040302060004,ALLEGANY-LIMESTONE MIDDLE SCHOOL,2015,,24,21,21,,,,,
