"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580404030011","BELLEROSE ELEMENTARY SCHOOL","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT","Proficient",4.333,1,0,0,0,6.667,1.667,89.667,1.667,9,46.667,6.333,0,20,346.667,0,13,22.4,129090,446653.846,93.292,0,0.00122526082516204,0.0147749527744588,35382
"HAMILTON","200701040001","LONG LAKE CENTRAL SCHOOL","LONG LAKE CENTRAL SCHOOL DISTRICT","Proficient",33.667,3.667,0,0,0,0,1.333,98,0.667,7,53.667,40.333,0.5,4.556,50.667,1,2.923,27.047,142130.25,66848.684,82.837,0,0.000723866297636789,0.0101767085373643,417
"QUEENS","342600010191","PS 191 MAYFLOWER","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",48,10.333,12,1,6,10.667,71,11,0.667,14,51.333,58,0,26.667,303.333,0,13.788,26.912,127306.012,85746794.505,89.857,0,0.00464932850969108,0.0126289441911748,8461961
"WESTCHESTER","660412020003","CLARK ACADEMY","GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT","Proficient",31.667,0.667,3.333,1.333,52.667,21.333,0.333,23.667,0.667,97.667,37,37,48.667,5.5,53.333,5,2,24.687,62544.661,467737.5,90.75,0,0.00217533730418714,0.0107248132278337,5859936.23420763
"KINGS","332000010748","PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",54.667,7,15.333,1,0.333,19,39,40,1,12.333,48.667,61.667,0,27.667,423.667,0,11.769,32.308,142316.7,61392276.161,85.842,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280518030002","EASTPLAIN SCHOOL","PLAINEDGE UNION FREE SCHOOL DISTRICT","Proficient",7.333,2.667,1.333,0,0,4,2,93.667,0,2.667,50,9.333,0.5,19.333,279.333,0,10.608,19.973,130408.59,281727.924,90.6,0,0.00141715697438313,0.0106720145400836,19036
"QUEENS","342700010254","PS 254-OSA PARKS SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Proficient",74.333,10.333,9,0.333,6.667,73.333,12,6.333,0.333,15.667,48.333,84.667,0,28.333,521.667,2.333,12.132,29.689,18710.021,49859158.466,88.65,0,0.00464932850969108,0.0126289441911748,8461961
"FRANKLIN","160801040002","CHATEAUGAY HIGH SCHOOL","CHATEAUGAY CENTRAL SCHOOL DISTRICT","Proficient",31.667,5.667,0,1,0,0,0,99,0,12.667,47.667,38.333,4,18.661,228.667,1,10.719,46.139,214531.12,51319.242,84.411,0,0.00160762248318858,0.0139157370556982,3079
"SUFFOLK","580504030003","SUNRISE DRIVE ELEMENTARY SCHOOL","SAYVILLE UNION FREE SCHOOL DISTRICT","Proficient",6.667,1.667,0,0,1,6.333,0.333,90.667,1.667,15,51,8,0,22,364.667,0,11.763,12.575,47297.448,230602.377,92.11,0,0.00122526082516204,0.0147749527744588,18261
"QUEENS","342600010041","PS 41 CROCHERON","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",29,8.333,5.667,1,2.333,18.667,44.333,32.333,2,15.333,49,37.333,0,28,451.333,1.333,12.089,36.455,81807.63,57628938.7,92.947,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",NA,"Proficient",78.333,7.667,18.667,1,35,60.333,2,1.333,0.667,14,52.667,92,2.333,25,149.667,11.333,8.164,21.331,74292.047,139035.635,86.898,1,0.00627668927886969,0.014459509017006,4112957.93920637
"NASSAU","280406030004","SHELTER ROCK ELEMENTARY SCHOOL","MANHASSET UNION FREE SCHOOL DISTRICT","Proficient",5,1.333,4.667,0,2.333,7.333,22,66.333,2.333,12.667,46,7.333,0.333,21.667,676.333,1.333,10.352,46.203,131719.397,126873.829,91.667,0,0.00141715697438313,0.0106720145400836,15763
"NASSAU","280502060002","WILLITS ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",1.667,0,3.333,0,0.333,2.667,28.667,67.333,0.667,9.667,43.667,2.667,0.667,19.667,278.667,0,9.609,26.968,144053.166,737163.876,94.258,0,0.00141715697438313,0.0106720145400836,34149
"ORANGE","440301060001","WILLOW AVENUE ELEMENTARY SCHOOL","CORNWALL CENTRAL SCHOOL DISTRICT","Proficient",12.667,2.667,1,1,2.333,17,3.333,75,1.667,10.333,49.667,18,0,21.333,244.333,0,14.373,22.715,198968.545,253190.996,90.659,0,0.00233466758097182,0.0177236991085525,17436
"ERIE","140203060015","TRANSIT MIDDLE SCHOOL","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","Proficient",6.333,1.667,1,1,1.333,2,15.667,76,3.667,8,49.667,10,0.667,23,985.667,0.333,14.285,27.942,165947.642,166485.289,82.658,0,0.0041347794072196,0.0247089073220775,74637
"QUEENS","342600010203","PS 203 OAKLAND GARDENS","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",29.333,10.333,10.333,0,2,8.333,71.333,15.667,2,13,48,39.333,0,30,712.333,3,15.156,30.369,87851.051,36513609.265,89.732,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280402030002","WILLETS ROAD SCHOOL","EAST WILLISTON UNION FREE SCHOOL DISTRICT","Proficient",2.667,0.333,1.333,0,1,5.667,21,72,0.333,13,46.333,4.333,1.333,19.78,425.333,0,11.6,27.9,218261,123188.088,85.354,0,0.00141715697438313,0.0106720145400836,8865
"KINGS","332000010247","PS 247","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",54.667,2.333,23.333,0,1,13.667,47.333,38,0,18.667,51,57.333,0,27,652.333,0.667,11.649,14.558,59786.585,39872040.368,88.688,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280502060011","H B THOMPSON MIDDLE SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2.333,0.667,1,0,0.667,3.333,28.333,66.333,1,14.333,46.667,4.667,1,21.083,804,0,9.171,32.165,101853.76,255501.244,93.784,0,0.00141715697438313,0.0106720145400836,34149
"WESTCHESTER","660701030002","CHATSWORTH AVENUE SCHOOL","MAMARONECK UNION FREE SCHOOL DISTRICT","Proficient",4,0,2.333,0,2,7.667,3.667,83.333,3.333,6,50.333,5,0,22.333,538,0,12.709,26.264,95333.409,229005.576,89.902,0,0.00217533730418714,0.0107248132278337,29049
"QUEENS","342800011284","YORK EARLY COLLEGE ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",62.333,15,1,4.333,54.667,9.333,28.333,1.333,1.667,9.333,54.333,77.333,1.667,30.833,608.667,15.667,17.558,28.811,114792.05,42732520.811,86.069,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280502060011","H B THOMPSON MIDDLE SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2.333,0.667,1,0,0.667,3.333,28.333,66.333,1,14.333,46.667,4.667,1,21.083,804,0,9.171,32.165,101853.76,255501.244,93.784,0,0.00141715697438313,0.0106720145400836,34149
"ROCKLAND","500101060001","LITTLE TOR ELEMENTARY SCHOOL","CLARKSTOWN CENTRAL SCHOOL DISTRICT","Proficient",4.667,1,1.667,0,4,13.333,8.333,71,3,8.667,50.333,6.667,0,19.667,218.333,0,13.936,33.239,40142.282,862745.038,88.295,0,0.00284801386331875,0.0122543803279727,49698
"MONROE","261201060005","SCRIBNER ROAD ELEMENTARY SCHOOL","PENFIELD CENTRAL SCHOOL DISTRICT","Proficient",7,2,3.667,0,4.667,5.667,2,83.333,4,5.333,50.667,10.667,0.333,21.333,455.333,0,10.427,28.905,197998.955,183437.042,83.526,0,0.0033319274567693,0.0240602427005643,32181
"MONROE","261201060003","COBBLES ELEMENTARY SCHOOL","PENFIELD CENTRAL SCHOOL DISTRICT","Proficient",14.333,2.333,2.667,0,2.667,4,2.667,84.667,5.667,7.333,48.667,17.333,0,19.333,389.667,0,9.278,16.925,129344.437,214349.872,84.87,0,0.0033319274567693,0.0240602427005643,32181
"QUEENS","342600010188","PS 188 KINGSBURY","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",15.667,8,3.333,0,2,7,57.333,30.667,2.333,10.667,51.333,23.667,0,29.333,530.667,1,13.843,33.764,162099.897,49013557.161,88.811,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010115","PS 115 GLEN OAKS","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",34.333,9.667,6,1,5.667,13,68.667,10,2,11.667,49,43.667,0,28.667,506.667,5.333,12.16,21.916,112018.101,51335251.974,85.946,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331500010447","MATH AND SCIENCE EXPLORATORY SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",17.667,3.333,0.667,0,19.333,18.667,8.333,51.667,2,20.333,47,21,0.5,29.333,518,16.333,10.571,40.321,38973.669,50212086.873,88,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331900860993","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL",NA,"Proficient",71,8,3,2.333,71.667,25.333,0.667,0,0.667,12.667,54,89.333,5,30,184.667,39.333,8.147,27.55,197670.609,112684.116,85.942,1,0.00627668927886969,0.014459509017006,5172234.85455972
"NASSAU","280515030003","ROBERT SEAMAN ELEMENTARY SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",0.667,0,3.667,0,0.333,2.667,35,61,1,16,46.333,0.333,0,19,281.667,0,7.478,27.51,122083.909,370824.852,87.523,0,0.00141715697438313,0.0106720145400836,17605
"TOMPKINS","610600010011","NORTHEAST SCHOOL","ITHACA CITY SCHOOL DISTRICT","Proficient",18.333,9.667,16.333,0.667,7,3.333,34.667,44.333,10.667,8,45.333,31.333,0,19.333,302.333,0,9.547,31.94,146806.229,382600.882,91.5,0,0.00121801511489623,0.0209556143783328,67706
"QUEENS","342600010046","PS 46 ALLEY POND","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",37.333,9.333,9.667,0,6,14.333,59.333,18.333,2,28.667,46.667,47,0,29.333,488,1,9.695,34.843,149309.208,53298895.492,90.261,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010247","PS 247","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",54.667,2.333,23.333,0,1,13.667,47.333,38,0,18.667,51,57.333,0,27,652.333,0.667,11.649,14.558,59786.585,39872040.368,88.688,0,0.00627668927886969,0.014459509017006,8461961
"BROOME","031601060028","VESTAL HILLS ELEMENTARY SCHOOL","VESTAL CENTRAL SCHOOL DISTRICT","Proficient",19,2.667,3.333,0,2.667,3,17.667,72,3.667,7,49,23.667,0,19.333,266.333,0,11.254,28.331,99534.622,247866.083,92.847,0,0.00300636839412101,0.0278679305505596,32071
"SUFFOLK","580506030003","PINES ELEMENTARY SCHOOL","HAUPPAUGE UNION FREE SCHOOL DISTRICT","Proficient",5.667,1.333,1,0,1.333,7.333,7.667,80.667,3,10.333,43.667,8,0.667,23.667,442,0,11.53,37.751,104936.315,216070.136,90.463,0,0.00122526082516204,0.0147749527744588,23097
"KINGS","332000010105","PS 105 BLYTHEBOURNE (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",70,0.667,52.667,0,0,4,92.667,3,0,8.667,48,70.667,0,25.333,1463.667,0.333,15.247,27.98,135811.836,17770344.568,86.635,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342600010094","PS 94 DAVID D PORTER","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",30.667,10,7,0.667,5.333,19.333,46,27.333,1.333,15.667,46.667,40.333,0,27,320.667,5.667,12.827,4.625,121308.448,81111832.64,87.96,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",81,7.333,28,0,4,77.667,5.667,12,0,29.667,48,88,0,23.667,456.667,11.333,9.786,15.628,177652.524,56955900,90.439,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342500010193","PS 193 ALFRED J KENNEDY","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",29.333,9.333,11.667,0,1,18.333,23.667,56,1,15.667,50,39.333,0,29,379,9,11.722,28.726,112345.674,68627601.583,92.359,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",NA,"Proficient",78.333,7.667,18.667,1,35,60.333,2,1.333,0.667,14,52.667,92,2.333,25,149.667,11.333,8.164,21.331,74292.047,139035.635,86.898,1,0.00627668927886969,0.014459509017006,4112957.93920637
"NASSAU","280515030006","JERICHO MIDDLE SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",3,0,3,0,2.333,3,46.333,48,0.333,13,46.333,3,1.667,21.167,682.667,0,10.291,17.812,86003.69,153001.465,97.279,0,0.00141715697438313,0.0106720145400836,17605
"FULTON","170600010004","PLEASANT AVENUE SCHOOL","JOHNSTOWN CITY SCHOOL DISTRICT","Proficient",40,10,0,0,0.667,2.667,0,95,1,8.667,48,53.333,1.333,20.667,158.333,0,8.796,22.683,102938.278,180713.684,93.787,0,0.00189697405013168,0.0222995745621305,11230
"WESTCHESTER","662001030003","GREENACRES SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1.667,0,1,5,13,74,6.667,7.667,50.667,0,0,20.667,333,0,11.616,33.554,102869.68,419165.165,98.248,0,0.00217533730418714,0.0107248132278337,18342
"NASSAU","280502060003","BERRY HILL ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2,0,2.667,0,0.667,2.333,22.333,73.333,1.333,11.333,50.333,3.667,0.333,21.667,341.333,0,10.449,22.287,132100.061,601825.195,93.406,0,0.00141715697438313,0.0106720145400836,34149
"NASSAU","280402030001","NORTH SIDE SCHOOL","EAST WILLISTON UNION FREE SCHOOL DISTRICT","Proficient",3,0.333,4.333,0,1,6,22.667,68,2.333,6.667,46,4.667,0.333,21.333,468.333,0,10.255,27.9,218261,111877.58,95.148,0,0.00141715697438313,0.0106720145400836,8865
"KINGS","331500861023","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL",NA,"Proficient",41.667,5.667,3.667,0.333,35,27.667,5.667,28.333,3.333,13.667,49.333,35.667,13,25.667,252.333,0.333,11.47,15.714,103228.892,82466.314,79.832,1,0.00627668927886969,0.014459509017006,3760380.95969504
"SUFFOLK","580514020001","WOODHULL SCHOOL","FIRE ISLAND UNION FREE SCHOOL DISTRICT","Proficient",3,0,10,0,0,31.333,1,59.667,8,14,37.333,0,2,10.667,28.667,0,3.44,21.7,94095,177000,89.522,0,0.00122526082516204,0.0147749527744588,315
"ONONDAGA","421001060008","ENDERS ROAD ELEMENTARY SCHOOL","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","Proficient",4.667,2,1,0,2.667,2.333,12,80,3,8.667,49,7,0,22.333,455,0,13.125,19.082,148028.059,171923.077,92.605,0,0.00313128939215896,0.0227317594274116,25089
"KINGS","332300860941","LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL",NA,"Proficient",70.667,12.333,2.333,0.667,84.333,12,0,0.333,2.333,10.667,50,85,9.333,28.333,507.667,21.667,9.826,18.178,160026.85,40989.494,79.798,1,0.00627668927886969,0.014459509017006,3530369.66285534
"KINGS","332000010682","ACADEMY OF TALENTED SCHOLARS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",35,8.667,7.333,0,4.333,13.333,18,63,1,22.667,47.667,43.667,0,20,295.667,1.333,6.428,37.647,85392.668,87970217.587,90.156,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280407030006","E M BAKER SCHOOL","GREAT NECK UNION FREE SCHOOL DISTRICT","Proficient",8,6.333,3.667,0,0.333,6.667,35,55.333,2.333,10.333,49,15.667,0,19.333,512,0,9.089,24.9,153606,410126.953,83.324,0,0.00141715697438313,0.0106720145400836,45310
"KINGS","332100010239","MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Proficient",25.333,7.333,1,0,9,5.667,28.667,53.667,3.333,9.667,53.667,32.667,0,30,1318.667,11.667,18.4,20.505,109083.683,19724363.751,87.37,0,0.00627668927886969,0.014459509017006,8461961
"WAYNE","650101060003","LINCOLN ELEMENTARY SCHOOL","NEWARK CENTRAL SCHOOL DISTRICT","Proficient",52.667,11,0,0.333,10.333,12.333,0,69.333,6.667,7.333,52.333,68,2,21.667,136.667,0,8.2,32.114,83537.101,351512.195,86.3,0,0.00176546139277706,0.0160350044626336,15056
"SUFFOLK","581015080001","NEW SUFFOLK SCHOOL","NEW SUFFOLK COMMON SCHOOL DISTRICT","Proficient",0,0,0,0,0,14,4,80,2,12,51,0,0,4,12.333,30.333,2.643,25.558,74040.845,80189.189,88.625,0,0.00122526082516204,0.0147749527744588,250
"KINGS","332200010134","PS 134","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Proficient",71.667,1,22.333,0.333,12.667,16,38.333,32.667,0,16.667,52.667,73,0,25.667,439,0,10.707,32.105,127084.047,59247974.943,87,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580514020001","WOODHULL SCHOOL","FIRE ISLAND UNION FREE SCHOOL DISTRICT","Proficient",3,0,10,0,0,31.333,1,59.667,8,14,37.333,0,2,10.667,28.667,0,3.44,21.7,94095,177000,89.522,0,0.00122526082516204,0.0147749527744588,315
"WAYNE","650101060003","LINCOLN ELEMENTARY SCHOOL","NEWARK CENTRAL SCHOOL DISTRICT","Proficient",52.667,11,0,0.333,10.333,12.333,0,69.333,6.667,7.333,52.333,68,2,21.667,136.667,0,8.2,32.114,83537.101,351512.195,86.3,0,0.00176546139277706,0.0160350044626336,15056
"NASSAU","280409030004","SEARINGTOWN SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",5.333,1.333,12.333,0,0,4.667,61.333,32,1.333,16.333,47.333,7.333,0,22.667,397.333,0,8.83,28.103,135803.06,260806.208,92.75,0,0.00141715697438313,0.0106720145400836,25367
"KINGS","331500860878","HELLENIC CLASSICAL CHARTER SCHOOL",NA,"Proficient",48.667,10,3.333,1,31.667,37.333,2,26,2,9.333,53,59.333,0.333,24.333,420.333,1,12.243,22.428,155996.226,49505.948,81.883,1,0.00627668927886969,0.014459509017006,392703.483425481
"BRONX","320800861030","ICAHN CHARTER SCHOOL 7",NA,"Proficient",56.667,9.333,4,0.667,47.333,44,5.333,2.667,0.333,5.667,56,71,50,18.333,100.667,2.667,8.882,31.16,71896.804,206711.921,92.781,1,0.00911660408481436,0.0160715764710795,2882819.54991704
"BRONX","321100860948","ICAHN CHARTER SCHOOL 4",NA,"Proficient",63,9.333,3.667,1,62.667,33,1,1,1.667,10.333,53.333,76,0,21.4,248.667,5,11.134,33.611,100148.227,83682.306,79.48,1,0.00911660408481436,0.0160715764710795,10165992.9201332
"NASSAU","280518030002","EASTPLAIN SCHOOL","PLAINEDGE UNION FREE SCHOOL DISTRICT","Proficient",7.333,2.667,1.333,0,0,4,2,93.667,0,2.667,50,9.333,0.5,19.333,279.333,0,10.608,19.973,130408.59,281727.924,90.6,0,0.00141715697438313,0.0106720145400836,19036
"KINGS","332000010748","PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",54.667,7,15.333,1,0.333,19,39,40,1,12.333,48.667,61.667,0,27.667,423.667,0,11.769,32.308,142316.7,61392276.161,85.842,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580910080001","SAGAPONACK SCHOOL","SAGAPONACK COMMON SCHOOL DISTRICT","Proficient",0,0,6,0,8.667,11.667,3,76.667,0,3,41.333,0,0,9,10.333,0,2.385,30.856,149087.132,170225.806,93.437,0,0.00122526082516204,0.0147749527744588,216
"WESTCHESTER","660102060001","BEDFORD VILLAGE ELEMENTARY SCHOOL","BEDFORD CENTRAL SCHOOL DISTRICT","Proficient",2.667,0.667,1,0,1,7.333,5,83.667,3,10.333,46.667,3.333,0.333,19.667,274,0,10.148,26.333,172001.367,461343.066,91.273,0,0.00217533730418714,0.0107248132278337,29407
"KINGS","331600860938","EXCELLENCE GIRLS CHARTER SCHOOL",NA,"Proficient",61.667,8.333,2,0.667,86,9.667,1.667,1,1,9.667,99.333,77.333,4,29,510,18.333,13.54,11.01,68567.71,40801.961,82.305,1,0.00627668927886969,0.014459509017006,5362467.59448916
"KINGS","331400861022","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2",NA,"Proficient",67.333,9,2.667,1.667,73.333,22,0.667,1.667,0.333,18.333,49.667,65.333,10.667,25.333,225.667,0,11.672,36.487,125901.834,92211.226,86.639,1,0.00627668927886969,0.014459509017006,1608538.0244143
"KINGS","332000010069","PS 69 VINCENT D GRIPPO SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",93,4,55.333,0,0,6.667,86.333,6,0,12.667,47.333,97,0,29.333,746.667,0.667,13.659,25.881,143466.076,34834635.268,89.077,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580903020001","QUOGUE ELEMENTARY SCHOOL","QUOGUE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1.333,0,2,3,1.667,92,1,8.667,48.333,0,0,14.667,84,0,4.5,31.764,80288.955,88130.952,84.838,0,0.00122526082516204,0.0147749527744588,852
"WESTCHESTER","662001030002","FOX MEADOW SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,4.333,0,1,5.667,21.667,65,6.667,5.333,52,0,0,20,407.667,0,11.43,21.723,10327.677,342392.478,90.234,0,0.00217533730418714,0.0107248132278337,18342
"MONROE","261401060001","ALLEN CREEK SCHOOL","PITTSFORD CENTRAL SCHOOL DISTRICT","Proficient",5.333,2.333,1.333,0,2.333,5,7,81,4.667,7.667,50,7.667,0,21,315.667,0,13.725,32.822,94917.735,373808.87,92.759,0,0.0033319274567693,0.0240602427005643,34565
"QUEENS","342600010205","PS 205 ALEXANDER GRAHAM BELL","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",25.333,7.667,5.667,0,3.333,20.667,38.667,34.667,2,19.667,48,32.667,0,22.333,230.333,0,13.038,23.504,91929.365,112922696.093,87.262,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342800010101","PS 101 SCHOOL IN THE GARDENS","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",14.667,4,5.333,0.667,2.667,13.667,30.333,46,6,11.333,49.333,19,0,28.667,494,0,14.673,19.828,182550.767,52651540.486,83.9,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280405020004","MANOR OAKS WILLIAM BOWIE SCHOOL","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","Proficient",3.667,1.667,2,1,0,9.333,38.667,51.333,0.667,9,52.333,5.333,0.5,21.333,318.667,0,16.203,15.62,137566.578,105621.339,93.057,0,0.00141715697438313,0.0106720145400836,6400250.25362322
"WESTCHESTER","661601030004","SIWANOY SCHOOL","PELHAM UNION FREE SCHOOL DISTRICT","Proficient",0.333,0.667,0,0,1,8.333,5.333,80.333,4.667,9.667,48.667,0.667,0,21.667,240.667,0,13.623,27.572,180836.543,274562.327,91.811,0,0.00217533730418714,0.0107248132278337,12560
"MONROE","261001060006","TERRY TAYLOR ELEMENTARY SCHOOL","SPENCERPORT CENTRAL SCHOOL DISTRICT","Proficient",25.667,6.667,0,1,3,5.667,0.667,85,5.333,7,47.667,34.333,1.667,21,318.333,0,10.495,20.018,121853.981,223702.618,89.743,0,0.0033319274567693,0.0240602427005643,24423
"QUEENS","342600010098","PS 98 DOUGLASTON SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",16,5.333,2.667,1.667,4,15,27.667,47.667,5,12.333,50,21.667,0,20.667,169.667,0,9.788,29.141,143743.23,153299770.138,92.905,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332100010098","IS 98 BAY ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Proficient",48,11,1.333,0,3.667,9,29,57,1,8.333,54,59.333,0,29.917,1434,18,20.883,30.761,162133.498,18137978.382,86.277,0,0.00627668927886969,0.014459509017006,8461961
"ESSEX","151001040001","NEWCOMB CENTRAL SCHOOL","NEWCOMB CENTRAL SCHOOL DISTRICT","Proficient",26,12,0,0,0.333,2.667,8,88,0.667,11,47.667,41,0.5,8.96,87.333,0.667,5.458,26.735,163436.457,50290.076,91.018,0,0.00131094875382144,0.00896937665163998,474
"ONONDAGA","421001060008","ENDERS ROAD ELEMENTARY SCHOOL","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","Proficient",4.667,2,1,0,2.667,2.333,12,80,3,8.667,49,7,0,22.333,455,0,13.125,19.082,148028.059,171923.077,92.605,0,0.00313128939215896,0.0227317594274116,25089
"KINGS","332000010310","SCHOOL FOR FUTURE LEADERS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",91,5.333,63,0,1,9,83.667,6.667,0,12.333,46,96.333,0,29,356,3.667,12,40.904,209620.003,73061407.303,91.204,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342600010018","PS 18 WINCHESTER","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",43.333,13,7.667,1,10,10.333,73.333,5.667,0.333,10.667,48.333,56,0,26.667,522,0.667,13.737,18.153,82343.422,49827319.923,87.98,0,0.00464932850969108,0.0126289441911748,8461961
"LIVINGSTON","241001060004","DANSVILLE PRIMARY SCHOOL","DANSVILLE CENTRAL SCHOOL DISTRICT","Proficient",47.667,7,2,0,1,4.667,0,92,2,18.333,46.667,58.667,0,18.667,211.667,0,6.048,21.341,104754.531,137796.85,89.56,0,0.00101203924360125,0.0131131812695367,10050
