ENTITY_CD,ENTITY_NAME,YEAR,PK,PKHALF,PKFULL,KHALF,KFULL,1,2,3,4,5,6,7,8,9,10,11,12,UGE,UGS
010306060006,SLINGERLANDS ELEMENTARY SCHOOL,2014,0,,,0,77,72,82,91,80,93,0,0,0,0,0,0,0,0,0
010306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,389,386,419,0,0,0,0,3,5
010306060005,HAMAGRAEL ELEMENTARY SCHOOL,2015,0,0,0,0,64,48,59,52,62,77,0,0,0,0,0,0,0,0,0
010306060006,SLINGERLANDS ELEMENTARY SCHOOL,2015,0,0,0,0,69,86,77,89,94,78,0,0,0,0,0,0,0,0,0
010306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,354,399,392,0,0,0,0,1,5
010306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,427,387,419,387,0,17
010306060009,EAGLE ELEMENTARY SCHOOL,2015,0,0,0,0,63,58,73,75,67,81,0,0,0,0,0,0,0,0,0
010306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,386,430,377,393,0,19
010306060009,EAGLE ELEMENTARY SCHOOL,2014,0,,,0,54,69,75,64,80,79,0,0,0,0,0,0,0,0,0
010402060000,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,2014,72,,,0,149,145,145,134,122,152,120,160,154,157,144,129,150,4,7
010402060001,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,157,144,129,150,0,7
010402060000,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,2015,76,76,0,0,130,142,132,142,135,125,157,121,161,170,137,125,138,1,7
010402060001,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,170,137,125,138,0,7
010402060002,ALBERTUS W BECKER SCHOOL,2015,36,36,0,0,64,69,66,69,73,68,0,0,0,0,0,0,0,1,0
010402060003,PIETER B COEYMANS SCHOOL,2015,36,36,0,0,66,73,66,73,62,57,0,0,0,0,0,0,0,0,0
010402060002,ALBERTUS W BECKER SCHOOL,2014,36,,,0,79,72,73,71,71,66,0,0,0,0,0,0,0,2,0
010402060003,PIETER B COEYMANS SCHOOL,2014,36,,,0,70,73,72,63,51,86,0,0,0,0,0,0,0,0,0
010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,120,160,154,0,0,0,0,2,0
010500010000,COHOES CITY SCHOOL DISTRICT,2014,72,,,0,173,165,145,146,137,146,145,136,135,166,114,136,129,15,14
010500010005,ABRAM LANSING SCHOOL,2014,0,,,0,80,66,66,53,59,64,0,0,0,0,0,0,0,0,0
010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,157,121,161,0,0,0,0,0,0
010500010000,COHOES CITY SCHOOL DISTRICT,2015,71,0,71,0,171,157,153,131,144,133,148,137,139,152,130,115,113,10,19
010500010005,ABRAM LANSING SCHOOL,2015,0,0,0,0,65,63,64,59,52,53,0,0,0,0,0,0,0,0,0
010500010006,VAN SCHAICK ISLAND SCHOOL,2015,0,0,0,0,26,24,17,16,25,16,0,0,0,0,0,0,0,8,0
010500010006,VAN SCHAICK ISLAND SCHOOL,2014,0,,,0,25,21,20,24,16,21,0,0,0,0,0,0,0,13,0
010500010007,COHOES HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,166,114,136,129,0,8
010500010008,COHOES MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,145,136,135,0,0,0,0,2,6
010500010009,HARMONY HILL SCHOOL,2014,0,,,0,68,78,59,69,62,61,0,0,0,0,0,0,0,0,0
010500010007,COHOES HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,152,130,115,113,0,15
010500010008,COHOES MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,148,137,139,0,0,0,0,2,4
010500010009,HARMONY HILL SCHOOL,2015,0,0,0,0,80,70,72,56,67,64,0,0,0,0,0,0,0,0,0
010601060000,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,2015,108,108,0,0,350,341,340,362,322,353,333,358,368,427,385,412,406,14,20
010601060003,ROESSLEVILLE SCHOOL,2015,72,72,0,0,68,70,69,73,59,0,0,0,0,0,0,0,0,0,0
010601060000,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,2014,144,,,0,338,349,355,325,360,324,366,358,402,386,419,413,429,14,23
010601060003,ROESSLEVILLE SCHOOL,2014,72,,,0,68,74,70,60,83,0,0,0,0,0,0,0,0,0,0
010601060005,SADDLEWOOD ELEMENTARY SCHOOL,2014,72,,,0,58,59,65,59,61,0,0,0,0,0,0,0,0,0,0
010601060006,SHAKER ROAD ELEMENTARY SCHOOL,2014,0,,,0,72,59,68,58,63,0,0,0,0,0,0,0,0,0,0
010601060008,COLONIE CENTRAL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,386,419,413,429,0,18
010601060005,SADDLEWOOD ELEMENTARY SCHOOL,2015,36,36,0,0,60,64,61,64,55,0,0,0,0,0,0,0,0,0,0
010601060006,SHAKER ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,67,74,61,73,61,0,0,0,0,0,0,0,0,0,0
010601060008,COLONIE CENTRAL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,427,385,412,406,0,18
010601060010,FOREST PARK ELEMENTARY SCHOOL,2015,0,0,0,0,57,52,60,66,61,0,0,0,0,0,0,0,0,8,0
010601060010,FOREST PARK ELEMENTARY SCHOOL,2014,0,,,0,52,69,66,63,58,0,0,0,0,0,0,0,0,7,0
010601060011,VEEDER ELEMENTARY SCHOOL,2014,0,,,0,88,88,86,85,95,0,0,0,0,0,0,0,0,1,0
010601060012,SAND CREEK MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,174,201,190,228,0,0,0,0,6,4
010601060013,LISHA KILL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,150,165,168,174,0,0,0,0,0,1
010615020000,MENANDS UNION FREE SCHOOL DISTRICT,2014,0,,,0,27,34,27,37,26,23,28,32,25,0,0,0,0,0,0
010601060011,VEEDER ELEMENTARY SCHOOL,2015,0,0,0,0,98,81,89,86,86,0,0,0,0,0,0,0,0,0,0
010601060012,SAND CREEK MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,204,174,204,199,0,0,0,0,6,2
010601060013,LISHA KILL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,149,159,154,169,0,0,0,0,0,0
010615020000,MENANDS UNION FREE SCHOOL DISTRICT,2015,0,0,0,0,28,24,29,26,38,27,21,32,32,0,0,0,0,0,0
010615020001,MENANDS SCHOOL,2014,0,,,0,27,34,27,37,26,23,28,32,25,0,0,0,0,0,0
010623060000,NORTH COLONIE CSD,2014,0,,,218,38,314,363,370,385,405,389,417,456,446,493,484,508,23,38
010623060002,BLUE CREEK SCHOOL,2014,0,,,46,6,63,74,64,73,72,82,0,0,0,0,0,0,5,0
010623060003,BOGHT HILLS SCHOOL,2014,0,,,44,4,61,67,74,62,73,65,0,0,0,0,0,0,1,0
010615020001,MENANDS SCHOOL,2015,0,0,0,0,28,24,29,26,38,27,21,32,32,0,0,0,0,0,0
010623060000,NORTH COLONIE CSD,2015,0,0,0,247,50,339,343,362,385,399,415,408,423,515,439,500,483,18,45
010623060002,BLUE CREEK SCHOOL,2015,0,0,0,52,5,73,63,72,65,74,75,0,0,0,0,0,0,2,1
010623060003,BOGHT HILLS SCHOOL,2015,0,0,0,35,8,72,70,68,82,69,80,0,0,0,0,0,0,0,0
010623060004,FORTS FERRY SCHOOL,2015,0,0,0,56,12,53,56,64,71,70,76,0,0,0,0,0,0,0,0
010623060004,FORTS FERRY SCHOOL,2014,0,,,42,14,54,64,64,73,73,71,0,0,0,0,0,0,0,0
010623060006,LATHAM RIDGE SCHOOL,2014,0,,,30,12,49,59,62,61,71,66,0,0,0,0,0,0,0,0
010623060007,LOUDONVILLE SCHOOL,2014,0,,,29,0,42,38,47,50,43,43,0,0,0,0,0,0,0,0
010623060008,SOUTHGATE SCHOOL,2014,0,,,27,2,45,61,59,66,73,62,0,0,0,0,0,0,17,0
010623060009,SHAKER JUNIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,417,456,0,0,0,0,0,7
010623060006,LATHAM RIDGE SCHOOL,2015,0,0,0,55,12,59,63,63,62,65,74,0,0,0,0,0,0,0,0
010623060007,LOUDONVILLE SCHOOL,2015,0,0,0,19,0,42,50,40,49,52,44,0,0,0,0,0,0,0,0
010623060008,SOUTHGATE SCHOOL,2015,0,0,0,30,13,40,41,55,56,69,66,0,0,0,0,0,0,16,4
010623060009,SHAKER JUNIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,408,423,0,0,0,0,0,12
010623060010,SHAKER HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,446,493,484,508,0,31
010701030000,GREEN ISLAND UNION FREE SCHOOL DISTRICT,2014,0,,,0,32,27,31,29,23,27,31,24,22,23,26,17,6,0,0
010701030001,HEATLY SCHOOL,2014,0,,,0,32,27,31,29,23,27,31,24,22,23,26,17,6,0,0
010802060000,GUILDERLAND CENTRAL SCHOOL DISTRICT,2014,0,,,0,300,327,344,347,376,404,370,349,399,417,426,412,417,12,25
010623060010,SHAKER HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,515,439,500,483,0,28
010701030000,GREEN ISLAND UNION FREE SCHOOL DISTRICT,2015,20,0,20,0,23,26,26,30,29,20,25,32,25,19,21,26,17,0,0
010701030001,HEATLY SCHOOL,2015,20,0,20,0,23,26,26,30,29,20,25,32,25,19,21,26,17,0,0
010802060000,GUILDERLAND CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,340,324,336,351,359,373,404,377,353,406,418,418,408,18,24
010802060001,ALTAMONT ELEMENTARY SCHOOL,2015,0,0,0,0,41,29,58,48,46,52,0,0,0,0,0,0,0,13,0
010802060001,ALTAMONT ELEMENTARY SCHOOL,2014,0,,,0,33,56,46,44,50,51,0,0,0,0,0,0,0,11,0
010802060003,GUILDERLAND ELEMENTARY SCHOOL,2014,0,,,0,80,99,100,89,101,107,0,0,0,0,0,0,0,0,0
010802060004,WESTMERE ELEMENTARY SCHOOL,2014,0,,,0,77,68,68,75,77,80,0,0,0,0,0,0,0,0,0
010802060005,GUILDERLAND HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,417,426,412,417,0,16
010802060003,GUILDERLAND ELEMENTARY SCHOOL,2015,0,0,0,0,82,87,94,98,86,101,0,0,0,0,0,0,0,0,0
010802060004,WESTMERE ELEMENTARY SCHOOL,2015,0,0,0,0,84,85,73,77,82,73,0,0,0,0,0,0,0,0,0
010802060005,GUILDERLAND HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,406,418,418,408,0,17
010802060007,LYNNWOOD ELEMENTARY SCHOOL,2015,0,0,0,0,66,63,66,67,59,78,0,0,0,0,0,0,0,1,0
010802060008,FARNSWORTH MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,404,377,353,0,0,0,0,4,7
010802060007,LYNNWOOD ELEMENTARY SCHOOL,2014,0,,,0,52,61,71,55,80,81,0,0,0,0,0,0,0,0,0
010802060008,FARNSWORTH MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,370,349,399,0,0,0,0,1,9
010802060009,PINE BUSH ELEMENTARY SCHOOL,2014,0,,,0,58,43,59,84,68,85,0,0,0,0,0,0,0,0,0
011003060000,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,2014,0,,,0,67,94,64,103,86,81,93,95,101,96,98,103,93,1,3
011003060001,VOORHEESVILLE ELEMENTARY SCHOOL,2014,0,,,0,67,94,64,103,86,81,0,0,0,0,0,0,0,1,0
010802060009,PINE BUSH ELEMENTARY SCHOOL,2015,0,0,0,0,67,60,45,61,86,69,0,0,0,0,0,0,0,0,0
011003060000,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,78,65,96,66,101,87,82,96,94,109,96,97,99,1,1
011003060001,VOORHEESVILLE ELEMENTARY SCHOOL,2015,0,0,0,0,78,65,96,66,101,87,0,0,0,0,0,0,0,1,0
011003060002,CLAYTON A BOUTON HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,109,96,97,99,0,0
011003060002,CLAYTON A BOUTON HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,96,98,103,93,0,2
011003060003,VOORHEESVILLE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,93,95,101,0,0,0,0,0,1
011200010000,WATERVLIET CITY SCHOOL DISTRICT,2014,54,,,0,109,101,101,95,96,109,83,90,95,132,100,90,106,1,5
011200010002,WATERVLIET ELEMENTARY SCHOOL,2014,0,,,0,109,101,101,95,96,109,83,0,0,0,0,0,0,1,0
011003060003,VOORHEESVILLE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,82,96,94,0,0,0,0,0,1
011200010000,WATERVLIET CITY SCHOOL DISTRICT,2015,71,0,71,0,111,105,87,102,86,102,109,86,93,112,94,89,95,3,6
011200010002,WATERVLIET ELEMENTARY SCHOOL,2015,0,0,0,0,111,105,87,102,86,102,109,0,0,0,0,0,0,3,1
011200010010,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,86,93,112,94,89,95,0,5
020101040000,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,2015,18,0,18,0,44,49,50,45,52,53,43,55,53,53,43,54,51,1,1
011200010010,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,90,95,132,100,90,106,0,5
020101040000,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,2014,18,,,0,49,57,51,53,51,45,54,49,55,42,56,51,57,3,0
020101040001,ALFRED-ALMOND ELEMENTARY SCHOOL,2014,18,,,0,49,57,51,53,51,45,54,0,0,0,0,0,0,3,0
020101040002,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,49,55,42,56,51,57,0,0
020601040000,ANDOVER CENTRAL SCHOOL DISTRICT,2014,28,,,0,21,17,24,23,22,20,26,25,28,29,23,24,24,0,0
020101040001,ALFRED-ALMOND ELEMENTARY SCHOOL,2015,18,0,18,0,44,49,50,45,52,53,43,0,0,0,0,0,0,1,1
020101040002,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,55,53,53,43,54,51,0,0
020601040000,ANDOVER CENTRAL SCHOOL DISTRICT,2015,13,13,0,0,31,22,18,25,23,23,20,26,23,29,29,23,24,1,1
020601040001,ANDOVER SCHOOL,2015,13,13,0,0,31,22,18,25,23,23,20,26,23,29,29,23,24,1,1
020601040001,ANDOVER SCHOOL,2014,28,,,0,21,17,24,23,22,20,26,25,28,29,23,24,24,0,0
020702040000,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,2014,23,,,0,41,45,35,43,30,52,38,44,44,48,56,40,41,8,4
020702040001,GENESEE VALLEY CENTRAL SCHOOL,2014,23,,,0,41,45,35,43,30,52,38,44,44,48,56,40,41,8,4
020801040000,BELFAST CENTRAL SCHOOL DISTRICT,2014,31,,,0,34,25,29,27,27,36,22,20,26,25,21,24,18,2,2
020801040001,BELFAST SCHOOL,2014,31,,,0,34,25,29,27,27,36,22,20,26,25,21,24,18,2,2
020702040000,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,2015,32,32,0,0,25,34,42,33,41,27,53,39,41,41,45,52,42,6,7
020702040001,GENESEE VALLEY CENTRAL SCHOOL,2015,32,32,0,0,25,34,42,33,41,27,53,39,41,41,45,52,42,6,7
020801040000,BELFAST CENTRAL SCHOOL DISTRICT,2015,27,27,0,0,29,31,26,27,29,29,34,23,19,28,26,17,22,1,1
020801040001,BELFAST SCHOOL,2015,27,27,0,0,29,31,26,27,29,29,34,23,19,28,26,17,22,1,1
021102040000,CANASERAGA CENTRAL SCHOOL DISTRICT,2014,18,,,0,15,11,20,12,19,20,17,15,21,13,18,19,17,0,0
021102040001,CANASERAGA SCHOOL,2014,18,,,0,15,11,20,12,19,20,17,15,21,13,18,19,17,0,0
021601040000,FRIENDSHIP CENTRAL SCHOOL DISTRICT,2014,23,,,0,25,30,30,28,29,30,26,33,22,27,28,28,19,0,0
021601040004,FRIENDSHIP CENTRAL SCHOOL,2014,23,,,0,25,30,30,28,29,30,26,33,22,27,28,28,19,0,0
021102040000,CANASERAGA CENTRAL SCHOOL DISTRICT,2015,17,0,17,0,23,14,15,19,12,18,18,16,13,22,11,18,21,0,0
021102040001,CANASERAGA SCHOOL,2015,17,0,17,0,23,14,15,19,12,18,18,16,13,22,11,18,21,0,0
021601040000,FRIENDSHIP CENTRAL SCHOOL DISTRICT,2015,24,24,0,0,30,22,28,27,29,29,23,28,31,26,22,22,24,0,0
021601040004,FRIENDSHIP CENTRAL SCHOOL,2015,24,24,0,0,30,22,28,27,29,29,23,28,31,26,22,22,24,0,0
022001040000,FILLMORE CENTRAL SCHOOL DISTRICT,2015,36,36,0,0,49,51,43,52,57,56,48,54,49,45,43,36,45,1,6
022001040000,FILLMORE CENTRAL SCHOOL DISTRICT,2014,36,,,0,48,46,53,63,55,49,56,50,47,39,38,46,65,2,3
022001040001,FILLMORE CENTRAL SCHOOL,2014,36,,,0,48,46,53,63,55,49,56,50,47,39,38,46,65,2,3
022101040000,WHITESVILLE CENTRAL SCHOOL DISTRICT,2014,16,,,0,20,19,14,18,18,24,17,21,13,25,26,17,14,1,2
022101040001,WHITESVILLE CENTRAL SCHOOL,2014,16,,,0,20,19,14,18,18,24,17,21,13,25,26,17,14,1,2
022302040000,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,2014,49,,,0,62,54,61,50,62,60,68,82,70,61,65,62,74,0,0
022001040001,FILLMORE CENTRAL SCHOOL,2015,36,36,0,0,49,51,43,52,57,56,48,54,49,45,43,36,45,1,6
022101040000,WHITESVILLE CENTRAL SCHOOL DISTRICT,2015,15,15,0,0,17,15,15,12,16,18,24,19,19,14,26,24,17,0,3
022101040001,WHITESVILLE CENTRAL SCHOOL,2015,15,15,0,0,17,15,15,12,16,18,24,19,19,14,26,24,17,0,3
022302040000,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,2015,39,39,0,0,69,70,48,60,43,65,57,73,71,67,59,67,65,0,0
022302040001,CUBA-RUSHFORD HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,61,65,62,74,0,0
022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,2014,49,,,0,62,54,61,50,62,60,0,0,0,0,0,0,0,0,0
022302040004,CUBA-RUSHFORD MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,68,82,70,0,0,0,0,0,0
022401040000,SCIO CENTRAL SCHOOL DISTRICT,2014,18,,,0,25,26,25,27,30,32,26,27,19,23,29,25,30,0,0
022302040001,CUBA-RUSHFORD HIGH SCHOOL,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,67,59,67,65,0,0
022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,2015,38,38,0,0,69,70,48,60,43,65,0,0,0,0,0,0,0,0,0
022302040004,CUBA-RUSHFORD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,57,73,71,0,0,0,0,0,0
022401040000,SCIO CENTRAL SCHOOL DISTRICT,2015,20,20,0,0,20,29,29,21,24,25,28,24,25,23,21,30,24,0,0
022401040003,SCIO CENTRAL SCHOOL,2015,20,20,0,0,20,29,29,21,24,25,28,24,25,23,21,30,24,0,0
022401040003,SCIO CENTRAL SCHOOL,2014,18,,,0,25,26,25,27,30,32,26,27,19,23,29,25,30,0,0
022601060000,WELLSVILLE CENTRAL SCHOOL DISTRICT,2014,56,,,0,97,79,93,88,94,86,80,103,97,100,108,90,84,0,9
022601060002,WELLSVILLE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,80,103,97,0,0,0,0,0,2
022601060004,WELLSVILLE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,100,108,90,84,0,7
022601060000,WELLSVILLE CENTRAL SCHOOL DISTRICT,2015,55,55,0,0,92,90,75,94,84,90,91,85,98,102,89,98,97,0,12
022601060002,WELLSVILLE MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,91,85,98,0,0,0,0,0,2
022601060004,WELLSVILLE SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,102,89,98,97,0,10
022601060005,WELLSVILLE ELEMENTARY SCHOOL,2015,55,55,0,0,92,90,75,94,84,90,0,0,0,0,0,0,0,0,0
022902040000,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,2015,42,42,0,0,60,57,57,61,65,56,64,62,53,69,66,61,50,0,1
022601060005,WELLSVILLE ELEMENTARY SCHOOL,2014,56,,,0,97,79,93,88,94,86,0,0,0,0,0,0,0,0,0
022902040000,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,2014,50,,,0,57,59,61,60,54,59,56,49,69,69,63,51,66,1,1
022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,56,49,67,69,63,50,65,1,0
022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,2014,49,,,0,57,59,61,60,54,59,0,0,2,0,0,1,1,0,1
030101060000,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,2014,57,,,0,105,116,92,115,109,123,108,133,140,134,120,102,100,0,0
022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,64,62,53,69,66,61,50,0,1
022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,2015,42,42,0,0,60,57,57,61,65,56,0,0,0,0,0,0,0,0,0
030101060001,CHENANGO FORKS ELEMENTARY SCHOOL,2014,57,,,0,105,116,92,115,109,123,0,0,0,0,0,0,0,0,0
030101060003,CHENANGO FORKS HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,134,120,102,100,0,0
030101060004,CHENANGO FORKS MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,108,133,140,0,0,0,0,0,0
030200010000,BINGHAMTON CITY SCHOOL DISTRICT,2014,274,,,0,502,493,445,477,436,400,414,427,399,458,377,333,356,36,64
030200010002,CALVIN COOLIDGE SCHOOL,2014,0,,,0,69,49,49,51,52,57,0,0,0,0,0,0,0,1,0
030101060000,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,2015,55,55,0,0,90,101,119,98,112,106,125,109,124,141,118,104,105,0,0
030101060001,CHENANGO FORKS ELEMENTARY SCHOOL,2015,55,55,0,0,90,101,119,98,112,106,0,0,0,0,0,0,0,0,0
030101060003,CHENANGO FORKS HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,141,118,104,105,0,0
030101060004,CHENANGO FORKS MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,125,109,124,0,0,0,0,0,0
030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2014,53,,,0,91,92,81,67,85,74,0,0,0,0,0,0,0,0,0
030200010008,THOMAS JEFFERSON SCHOOL,2014,0,,,0,50,57,55,58,54,51,0,0,0,0,0,0,0,0,0
030200010011,MACARTHUR SCHOOL,2014,59,,,0,85,86,62,73,71,66,0,0,0,0,0,0,0,0,0
030200010012,THEODORE ROOSEVELT SCHOOL,2014,30,,,0,79,85,64,83,59,49,0,0,0,0,0,0,0,17,0
030200010000,BINGHAMTON CITY SCHOOL DISTRICT,2015,298,106,192,0,480,477,465,436,466,421,399,403,418,435,419,355,319,29,79
030200010002,CALVIN COOLIDGE SCHOOL,2015,18,0,18,0,50,67,47,50,41,62,0,0,0,0,0,0,0,2,0
030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2015,43,25,18,0,99,91,79,76,66,71,0,0,0,0,0,0,0,1,0
030200010008,THOMAS JEFFERSON SCHOOL,2015,0,0,0,0,50,45,63,55,66,52,0,0,0,0,0,0,0,0,0
030200010011,MACARTHUR SCHOOL,2015,49,48,1,0,84,81,80,47,69,65,0,0,0,0,0,0,0,0,0
030200010014,WOODROW WILSON SCHOOL,2014,0,,,0,74,70,81,72,71,66,0,0,0,0,0,0,0,4,0
030200010015,EAST MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,202,208,183,0,0,0,0,3,16
030200010016,WEST MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,212,219,216,0,0,0,0,6,15
030200010021,BINGHAMTON HIGH SCHOOL,2014,26,,,0,0,0,0,0,0,0,0,0,0,458,377,333,356,0,33
030200010022,HORACE MANN SCHOOL,2014,0,,,0,54,54,53,73,44,37,0,0,0,0,0,0,0,5,0
030200010012,THEODORE ROOSEVELT SCHOOL,2015,18,0,18,0,75,74,75,62,73,59,0,0,0,0,0,0,0,15,0
030200010014,WOODROW WILSON SCHOOL,2015,0,0,0,0,72,69,67,87,87,67,0,0,0,0,0,0,0,2,0
030200010015,EAST MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,181,195,194,0,0,0,0,1,15
030200010016,WEST MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,218,208,224,0,0,0,0,3,16
030501040000,HARPURSVILLE CENTRAL SCHOOL DISTRICT,2014,39,,,0,59,54,51,52,66,60,67,80,59,77,61,50,68,0,0
030501040001,W A OLMSTED ELEMENTARY SCHOOL,2014,39,,,0,59,54,51,52,66,60,67,0,0,0,0,0,0,0,0
030501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,80,59,77,61,50,68,0,0
030601060000,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,2014,0,,,0,121,103,104,96,101,104,110,133,141,137,137,138,128,15,12
030200010021,BINGHAMTON HIGH SCHOOL,2015,32,32,0,0,0,0,0,0,0,0,0,0,0,435,419,355,319,0,48
030200010022,HORACE MANN SCHOOL,2015,0,0,0,0,50,50,54,59,64,45,0,0,0,0,0,0,0,5,0
030501040000,HARPURSVILLE CENTRAL SCHOOL DISTRICT,2015,45,28,17,0,58,58,54,54,50,66,63,64,82,64,67,57,49,0,0
030501040001,W A OLMSTED ELEMENTARY SCHOOL,2015,45,28,17,0,58,58,54,54,50,66,63,0,0,0,0,0,0,0,0
030501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,64,82,64,67,57,49,0,0
030601060001,BROOKSIDE ELEMENTARY SCHOOL,2014,0,,,0,73,60,62,52,61,61,0,0,0,0,0,0,0,3,0
030601060004,F P DONNELLY SCHOOL,2014,0,,,0,48,43,42,44,40,43,0,0,0,0,0,0,0,11,0
030601060005,RICHARD T STANK MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,110,133,141,0,0,0,0,1,6
030601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,137,137,138,128,0,6
