ENTITY_CD,ENTITY_NAME,YEAR,ATTENDANCE_RATE,NUM_SUSPENSIONS,PER_SUSPENSIONS
042400010004,EAST VIEW ELEMENTARY SCHOOL,2013,95,7,2
042400010013,OLEAN SENIOR HIGH SCHOOL,2013,93,67,8
042400010016,OLEAN INTERMEDIATE-MIDDLE SCHOOL,2013,96,45,7
031502060003,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL,2014,93,28,5
042801060000,GOWANDA CENTRAL SCHOOL DISTRICT,2013,94,24,2
042801060001,GOWANDA ELEMENTARY SCHOOL,2013,95,0,0
042801060005,GOWANDA MIDDLE SCHOOL,2013,95,1,0
042801060006,GOWANDA HIGH SCHOOL,2013,92,23,6
042901040000,PORTVILLE CENTRAL SCHOOL DISTRICT,2013,96,30,3
042901040001,PORTVILLE ELEMENTARY SCHOOL,2013,96,6,1
042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,2013,95,24,6
043001040000,RANDOLPH CENTRAL SCHOOL DISTRICT,2013,95,108,12
043001040002,RANDOLPH SENIOR HIGH SCHOOL,2013,95,108,25
043001040003,G N CHAPMAN ELEMENTARY SCHOOL,2013,95,0,0
043011020000,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,2013,0,15,9
043011020001,RANDOLPH ACADEMY,2013,95,2,2
043011020002,RANDOLPH ACADEMY-HOPEVALE CAMPUS,2013,76,13,17
031502060005,JOHNSON CITY MIDDLE SCHOOL,2014,94,52,9
031502060006,JOHNSON CITY SENIOR HIGH SCHOOL,2014,92,82,11
031601060000,VESTAL CENTRAL SCHOOL DISTRICT,2014,96,95,3
031601060021,AFRICAN ROAD ELEMENTARY SCHOOL,2014,95,0,0
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2014,95,6,2
031601060023,GLENWOOD ELEMENTARY SCHOOL,2014,96,2,1
031601060026,TIOGA HILLS ELEMENTARY SCHOOL,2014,96,2,1
031601060028,VESTAL HILLS ELEMENTARY SCHOOL,2014,96,0,0
031601060041,VESTAL MIDDLE SCHOOL,2014,95,10,1
031601060051,VESTAL SENIOR HIGH SCHOOL,2014,95,75,7
043200050000,SALAMANCA CITY SCHOOL DISTRICT,2013,94,122,10
043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,2013,92,90,16
043200050004,PROSPECT ELEMENTARY SCHOOL,2013,93,6,2
043200050005,SENECA ELEMENTARY SCHOOL,2013,94,26,7
043501060000,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,2013,95,55,2
043501060001,DELEVAN ELEMENTARY SCHOOL,2013,95,1,0
043501060004,PIONEER MIDDLE SCHOOL,2013,96,10,1
043501060005,ARCADE ELEMENTARY SCHOOL,2013,96,0,0
043501060006,PIONEER SENIOR HIGH SCHOOL,2013,95,44,6
050100010000,AUBURN CITY SCHOOL DISTRICT,2013,94,336,8
050100010002,CASEY PARK ELEMENTARY SCHOOL,2013,94,27,5
050100010004,GENESEE STREET ELEMENTARY SCHOOL,2013,94,40,11
050100010005,HERMAN AVENUE ELEMENTARY SCHOOL,2013,95,29,6
050100010007,OWASCO ELEMENTARY SCHOOL,2013,95,28,6
050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL,2013,95,11,2
050100010009,AUBURN JUNIOR HIGH SCHOOL,2013,94,45,8
050100010013,AUBURN HIGH SCHOOL,2013,91,156,11
050301040000,WEEDSPORT CENTRAL SCHOOL DISTRICT,2013,96,21,2
050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,2013,96,16,4
031701060000,WINDSOR CENTRAL SCHOOL DISTRICT,2014,96,61,4
031701060002,FLOYD BELL ELEMENTARY SCHOOL,2014,96,1,0
031701060003,C R WEEKS ELEMENTARY SCHOOL,2014,95,6,3
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2014,97,17,3
050301040003,WEEDSPORT ELEMENTARY SCHOOL,2013,97,5,1
050401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,2013,95,34,3
050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL,2013,94,5,1
050401040002,CATO-MERIDIAN MIDDLE SCHOOL,2013,95,10,3
050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,2013,95,19,6
050701040000,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,2013,94,25,4
050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,2013,94,17,5
050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,2013,95,8,2
051101040000,PORT BYRON CENTRAL SCHOOL DISTRICT,2013,93,38,4
051101040001,A A GATES ELEMENTARY SCHOOL,2013,95,8,2
051101040004,PORT BYRON SENIOR HIGH SCHOOL,2013,92,30,6
051301040000,MORAVIA CENTRAL SCHOOL DISTRICT,2013,95,44,5
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2014,97,37,7
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2014,96,5,2
040204040001,WEST VALLEY CENTRAL SCHOOL,2014,96,5,2
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2014,96,37,3
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2014,96,17,5
040302060002,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL,2014,96,2,0
040302060004,ALLEGANY-LIMESTONE MIDDLE SCHOOL,2014,97,18,6
040901040000,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,2014,96,13,2
040901040001,ELLICOTTVILLE ELEMENTARY SCHOOL,2014,100,0,0
040901040002,ELLICOTTVILLE MIDDLE SCHOOL HIGH SCHOOL,2014,100,13,4
051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL,2013,95,21,5
051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,2013,94,23,5
051901040000,UNION SPRINGS CENTRAL SCHOOL DISTRICT,2013,95,19,2
051901040002,ANDREW J SMITH ELEMENTARY SCHOOL,2013,96,4,2
051901040003,CAYUGA ELEMENTARY SCHOOL,2013,96,0,0
051901040005,UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL,2013,94,15,3
060201060000,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,2013,96,27,2
060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL,2013,95,11,2
060201060006,SOUTHWESTERN MIDDLE SCHOOL,2013,97,12,3
060201060007,SOUTHWESTERN ELEMENTARY SCHOOL,2013,97,4,1
060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,2013,96,26,3
041101040000,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,2014,95,20,3
041101040002,FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,96,16,5
041101040003,FRANKLINVILLE ELEMENTARY SCHOOL,2014,95,4,1
041401040000,HINSDALE CENTRAL SCHOOL DISTRICT,2014,96,6,1
041401040001,HINSDALE CENTRAL SCHOOL,2014,96,6,1
042302040000,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,2014,94,25,3
042302040002,CATTARAUGUS-LITTLE VALLEY ELEMENTARY SCHOOL,2014,95,2,1
042302040003,CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL,2014,93,18,6
042302040004,CATTARAUGUS-LITTLE VALLEY MIDDLE SCHOOL,2014,95,5,2
042400010000,OLEAN CITY SCHOOL DISTRICT,2014,94,127,6
042400010002,WASHINGTON WEST ELEMENTARY SCHOOL,2014,94,2,1
060301040002,ROBERT H JACKSON ELEMENTARY SCHOOL,2013,96,5,1
060301040004,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,2013,96,21,6
060401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,2013,95,20,2
060401040003,SINCLAIRVILLE ELEMENTARY SCHOOL,2013,96,2,1
060401040006,CASSADAGA VALLEY HIGH SCHOOL,2013,95,18,3
060503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,2013,95,18,2
060503040001,CHAUTAUQUA LAKE SECONDARY SCHOOL,2013,96,18,5
060503040002,CHAUTAUQUA LAKE ELEMENTARY SCHOOL,2013,95,0,0
060601040000,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),2013,94,29,5
060601040002,PINE VALLEY ELEMENTARY SCHOOL,2013,93,15,5
060601040003,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,2013,95,14,5
042400010004,EAST VIEW ELEMENTARY SCHOOL,2014,95,11,3
042400010013,OLEAN SENIOR HIGH SCHOOL,2014,93,68,9
042400010016,OLEAN INTERMEDIATE-MIDDLE SCHOOL,2014,98,46,7
042801060000,GOWANDA CENTRAL SCHOOL DISTRICT,2014,94,29,2
042801060001,GOWANDA ELEMENTARY SCHOOL,2014,95,0,0
042801060005,GOWANDA MIDDLE SCHOOL,2014,95,1,0
042801060006,GOWANDA HIGH SCHOOL,2014,92,28,8
042901040000,PORTVILLE CENTRAL SCHOOL DISTRICT,2014,96,30,3
042901040001,PORTVILLE ELEMENTARY SCHOOL,2014,96,6,1
042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,2014,95,24,6
043001040000,RANDOLPH CENTRAL SCHOOL DISTRICT,2014,95,55,6
043001040002,RANDOLPH SENIOR HIGH SCHOOL,2014,95,52,12
060701040000,CLYMER CENTRAL SCHOOL DISTRICT,2013,96,11,2
060701040003,CLYMER CENTRAL SCHOOL,2013,96,11,2
060800010000,DUNKIRK CITY SCHOOL DISTRICT,2013,94,50,3
060800010003,SCHOOL 3,2013,94,12,5
060800010004,SCHOOL 4,2013,95,2,1
060800010005,SCHOOL 5,2013,94,3,2
060800010007,SCHOOL 7,2013,95,2,1
060800010009,DUNKIRK SENIOR HIGH SCHOOL,2013,91,21,3
060800010010,DUNKIRK MIDDLE SCHOOL,2013,95,10,2
061001040000,BEMUS POINT CENTRAL SCHOOL DISTRICT,2013,95,11,2
061001040001,BEMUS POINT ELEMENTARY SCHOOL,2013,96,0,0
061001040005,MAPLE GROVE JUNIOR/SENIOR HIGH SCHOOL,2013,95,11,4
043001040003,G N CHAPMAN ELEMENTARY SCHOOL,2014,95,3,1
043011020000,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,2014,0,24,16
043011020001,RANDOLPH ACADEMY,2014,90,3,4
043011020002,RANDOLPH ACADEMYHAMBURG CAMPUS,2014,74,21,28
043200050000,SALAMANCA CITY SCHOOL DISTRICT,2014,94,105,8
043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,2014,93,87,16
043200050004,PROSPECT ELEMENTARY SCHOOL,2014,94,6,1
043200050005,SENECA ELEMENTARY SCHOOL,2014,95,12,5
043501060000,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,2014,95,81,3
043501060001,DELEVAN ELEMENTARY SCHOOL,2014,95,6,2
043501060004,PIONEER MIDDLE SCHOOL,2014,96,16,2
043501060005,ARCADE ELEMENTARY SCHOOL,2014,96,6,1
061101040000,FALCONER CENTRAL SCHOOL DISTRICT,2013,95,18,1
061101040001,HARVEY C FENNER ELEMENTARY SCHOOL,2013,96,4,2
061101040007,FALCONER MIDDLE/HIGH SCHOOL,2013,95,14,2
061101040009,PAUL B D TEMPLE ELEMENTARY SCHOOL,2013,95,0,0
061501040000,SILVER CREEK CENTRAL SCHOOL DISTRICT,2013,94,126,12
061501040001,SILVER CREEK HIGH SCHOOL,2013,93,32,10
061501040002,SILVER CREEK MIDDLE SCHOOL,2013,95,71,31
061501040003,SILVER CREEK ELEMENTARY SCHOOL,2013,95,23,4
061503040000,FORESTVILLE CENTRAL SCHOOL DISTRICT,2013,95,19,4
061503040002,FORESTVILLE ELEMENTARY SCHOOL,2013,95,2,1
061503040003,FORESTVILLE CENTRAL HIGH SCHOOL,2013,95,17,6
061601040000,PANAMA CENTRAL SCHOOL DISTRICT,2013,96,6,1
043501060006,PIONEER SENIOR HIGH SCHOOL,2014,94,53,7
050100010000,AUBURN CITY SCHOOL DISTRICT,2014,94,337,8
050100010002,CASEY PARK ELEMENTARY SCHOOL,2014,94,34,6
050100010004,GENESEE STREET ELEMENTARY SCHOOL,2014,96,38,10
050100010005,HERMAN AVENUE ELEMENTARY SCHOOL,2014,95,33,7
050100010007,OWASCO ELEMENTARY SCHOOL,2014,95,9,2
050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL,2014,95,23,5
050100010009,AUBURN JUNIOR HIGH SCHOOL,2014,93,49,8
050100010013,AUBURN HIGH SCHOOL,2014,91,151,11
050301040000,WEEDSPORT CENTRAL SCHOOL DISTRICT,2014,96,13,2
050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,2014,96,10,3
061601040001,PANAMA HIGH SCHOOL,2013,95,3,1
061601040003,PANAMA K-6 SCHOOL,2013,93,3,1
061700010000,JAMESTOWN CITY SCHOOL DISTRICT,2013,93,316,6
061700010001,CARLYLE C RING ELEMENTARY SCHOOL,2013,93,23,5
061700010003,CLINTON V BUSH ELEMENTARY SCHOOL,2013,80,17,5
061700010006,PERSELL MIDDLE SCHOOL,2013,96,32,6
061700010007,MILTON J FLETCHER ELEMENTARY SCHOOL,2013,92,10,2
061700010009,SAMUEL G LOVE ELEMENTARY SCHOOL,2013,92,5,1
061700010010,THOMAS JEFFERSON MIDDLE SCHOOL,2013,94,55,12
061700010011,ABRAHAM LINCOLN ELEMENTARY SCHOOL,2013,94,14,3
061700010012,GEORGE WASHINGTON MIDDLE SCHOOL,2013,94,50,9
061700010013,JAMESTOWN HIGH SCHOOL,2013,91,110,8
062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,2013,95,15,1
062201060001,FREDONIA ELEMENTARY SCHOOL,2013,95,2,0
062201060002,FREDONIA MIDDLE SCHOOL,2013,96,1,0
062201060003,FREDONIA HIGH SCHOOL,2013,95,12,2
062301040000,BROCTON CENTRAL SCHOOL DISTRICT,2013,94,8,2
062301040002,BROCTON ELEMENTARY SCHOOL,2013,94,3,1
062301040003,BROCTON MIDDLE HIGH SCHOOL,2013,96,5,2
050301040003,WEEDSPORT ELEMENTARY SCHOOL,2014,97,3,1
050401040000,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,2014,95,31,3
050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL,2014,95,5,1
050401040002,CATO-MERIDIAN MIDDLE SCHOOL,2014,96,15,5
050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL,2014,96,11,4
062401040000,RIPLEY CENTRAL SCHOOL DISTRICT,2013,96,0,0
062401040001,RIPLEY CENTRAL SCHOOL,2013,96,0,0
062601040000,SHERMAN CENTRAL SCHOOL DISTRICT,2013,95,1,0
062601040002,SHERMAN ELEMENTARY SCHOOL,2013,95,0,0
062601040003,SHERMAN HIGH SCHOOL,2013,95,1,0
062901040000,WESTFIELD CENTRAL SCHOOL DISTRICT,2013,95,16,2
062901040001,WESTFIELD ELEMENTARY SCHOOL,2013,95,1,0
062901040002,WESTFIELD HIGH SCHOOL,2013,94,8,3
062901040004,WESTFIELD MIDDLE SCHOOL,2013,95,7,4
070600010000,ELMIRA CITY SCHOOL DISTRICT,2013,92,726,11
070600010006,DIVEN SCHOOL,2013,92,14,3
070600010007,FASSETT ELEMENTARY SCHOOL,2013,92,7,2
070600010010,HENDY AVENUE SCHOOL,2013,94,81,15
050701040000,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,2014,95,27,4
050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,2014,95,18,6
050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL,2014,97,9,3
051101040000,PORT BYRON CENTRAL SCHOOL DISTRICT,2014,94,78,8
051101040001,A A GATES ELEMENTARY SCHOOL,2014,95,29,6
051101040004,PORT BYRON SENIOR HIGH SCHOOL,2014,93,49,10
051301040000,MORAVIA CENTRAL SCHOOL DISTRICT,2014,95,36,4
051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL,2014,96,16,4
051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL,2014,95,20,4
051901040000,UNION SPRINGS CENTRAL SCHOOL DISTRICT,2014,95,9,1
070600010013,PARLEY COBURN SCHOOL,2013,93,34,6
070600010014,PINE CITY SCHOOL,2013,94,1,0
070600010015,RIVERSIDE SCHOOL,2013,92,4,1
070600010016,THOMAS K BEECHER SCHOOL,2013,94,46,10
070600010018,ERNIE DAVIS MIDDLE SCHOOL,2013,85,121,26
070600010019,BROADWAY MIDDLE SCHOOL,2013,92,96,17
070600010020,SOUTHSIDE HIGH SCHOOL,2013,88,92,9
070600010021,ELMIRA FREE ACADEMY,2013,85,186,22
070600010022,BROADWAY ELEMENTARY SCHOOL,2013,95,44,9
070901060000,HORSEHEADS CENTRAL SCHOOL DISTRICT,2013,96,136,3
070901060003,CENTER STREET SCHOOL,2013,95,5,2
070901060004,RIDGE ROAD SCHOOL,2013,96,0,0
070901060005,BIG FLATS SCHOOL,2013,96,3,1
051901040002,ANDREW J SMITH ELEMENTARY SCHOOL,2014,96,0,0
051901040003,CAYUGA ELEMENTARY SCHOOL,2014,96,0,0
051901040005,UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL,2014,95,9,2
060201060000,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,2014,97,57,4
060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL,2014,94,31,6
060201060006,SOUTHWESTERN MIDDLE SCHOOL,2014,97,26,8
060201060007,SOUTHWESTERN ELEMENTARY SCHOOL,2014,98,0,0
060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,2014,96,30,4
060301040002,ROBERT H JACKSON ELEMENTARY SCHOOL,2014,96,9,2
060301040004,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,2014,96,21,5
060401040000,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,2014,95,32,3
070901060007,HORSEHEADS SENIOR HIGH SCHOOL,2013,96,105,8
070901060009,GARDNER ROAD ELEMENTARY SCHOOL,2013,96,4,1
070901060010,HORSEHEADS MIDDLE SCHOOL,2013,96,18,3
070901060011,HORSEHEADS INTERMEDIATE SCHOOL,2013,96,1,0
070902060000,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,2013,95,59,6
070902060002,THOMAS A EDISON HIGH SCHOOL,2013,94,22,6
070902060004,COHEN MIDDLE SCHOOL,2013,96,17,7
070902060006,COHEN ELEMENTARY SCHOOL,2013,96,20,4
080101040000,AFTON CENTRAL SCHOOL DISTRICT,2013,94,45,8
080101040002,AFTON ELEMENTARY SCHOOL,2013,94,15,5
080101040003,AFTON JUNIOR/SENIOR HIGH SCHOOL,2013,93,30,12
080201040000,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,2013,93,39,5
080201040001,BAINBRIDGE-GUILFORD HIGH SCHOOL,2013,94,32,8
080201040002,GREENLAWN ELEMENTARY SCHOOL,2013,93,5,2
060401040003,SINCLAIRVILLE ELEMENTARY SCHOOL,2014,94,3,1
060401040006,CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,2014,94,29,5
060503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,2014,95,16,2
060503040001,CHAUTAUQUA LAKE SECONDARY SCHOOL,2014,95,12,2
060503040002,CHAUTAUQUA LAKE ELEMENTARY SCHOOL,2014,96,4,1
060601040000,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),2014,95,31,5
060601040002,PINE VALLEY ELEMENTARY SCHOOL,2014,95,14,5
060601040003,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,2014,95,17,5
060701040000,CLYMER CENTRAL SCHOOL DISTRICT,2014,96,7,2
080201040003,GUILFORD ELEMENTARY SCHOOL,2013,94,2,2
080601040000,GREENE CENTRAL SCHOOL DISTRICT,2013,95,47,4
080601040001,GREENE PRIMARY SCHOOL,2013,95,1,0
080601040002,GREENE INTERMEDIATE SCHOOL,2013,96,2,1
080601040003,GREENE HIGH SCHOOL,2013,95,31,9
080601040004,GREENE MIDDLE SCHOOL,2013,95,13,6
081003040000,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,2013,94,31,4
081003040003,UNADILLA VALLEY SECONDARY SCHOOL,2013,94,28,4
081003040006,UNADILLA VALLEY ELEMENTARY SCHOOL,2013,94,3,0
081200050000,NORWICH CITY SCHOOL DISTRICT,2013,95,122,6
081200050001,PERRY BROWNE INTERMEDIATE SCHOOL,2013,93,11,3
081200050002,STANFORD J GIBSON PRIMARY SCHOOL,2013,94,7,2
081200050003,NORWICH MIDDLE SCHOOL,2013,95,29,7
081200050004,NORWICH HIGH SCHOOL,2013,94,75,12
081401040000,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,2013,97,6,2
060701040003,CLYMER CENTRAL SCHOOL,2014,96,7,2
060800010000,DUNKIRK CITY SCHOOL DISTRICT,2014,93,158,8
060800010003,SCHOOL 3,2014,94,13,5
060800010004,SCHOOL 4,2014,95,1,0
060800010005,SCHOOL 5,2014,94,5,3
060800010007,SCHOOL 7,2014,95,1,0
060800010009,DUNKIRK SENIOR HIGH SCHOOL,2014,89,56,9
060800010010,DUNKIRK MIDDLE SCHOOL,2014,95,82,17
061001040000,BEMUS POINT CENTRAL SCHOOL DISTRICT,2014,96,15,2
061001040001,BEMUS POINT ELEMENTARY SCHOOL,2014,96,0,0
081401040001,OTSELIC VALLEY CENTRAL SCHOOL,2013,97,6,3
081501040000,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,2013,94,37,5
081501040001,OXFORD ACADEMY MIDDLE SCHOOL,2013,94,18,7
081501040002,OXFORD ACADEMY HIGH SCHOOL,2013,92,16,7
081501040003,OXFORD ACADEMY PRIMARY SCHOOL,2013,96,3,1
082001040000,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,2013,94,62,5
082001040002,SHERBURNE-EARLVILLE ELEMENTARY SCHOOL,2013,95,1,0
082001040003,SHERBURNE-EARLVILLE MIDDLE SCHOOL,2013,94,26,8
082001040004,SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL,2013,93,35,8
090201040000,AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,2013,94,64,6
090201040001,KEESVILLE PRIMARY SCHOOL,2013,95,5,1
061001040005,MAPLE GROVE JUNIOR/SENIOR HIGH SCHOOL,2014,95,15,4
061101040000,FALCONER CENTRAL SCHOOL DISTRICT,2014,95,26,2
061101040001,HARVEY C FENNER ELEMENTARY SCHOOL,2014,96,2,1
061101040007,FALCONER MIDDLE/HIGH SCHOOL,2014,95,13,2
061101040009,PAUL B D TEMPLE ELEMENTARY SCHOOL,2014,95,11,4
061501040000,SILVER CREEK CENTRAL SCHOOL DISTRICT,2014,94,81,8
061501040001,SILVER CREEK HIGH SCHOOL,2014,92,40,13
061501040002,SILVER CREEK MIDDLE SCHOOL,2014,95,18,7
061501040003,SILVER CREEK ELEMENTARY SCHOOL,2014,95,23,4
061503040000,FORESTVILLE CENTRAL SCHOOL DISTRICT,2014,95,2,0
061503040002,FORESTVILLE ELEMENTARY SCHOOL,2014,96,2,1
090201040002,AUSABLE VALLEY HIGH SCHOOL,2013,93,41,11
090201040004,AUSABLE FORKS ELEMENTARY SCHOOL,2013,97,4,2
090201040005,AUSABLE VALLEY MIDDLE SCHOOL,2013,96,14,7
090301060000,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,2013,94,100,5
090301060001,BEEKMANTOWN ELEMENTARY SCHOOL,2013,95,3,1
090301060003,CUMBERLAND HEAD ELEMENTARY SCHOOL,2013,95,3,1
090301060005,BEEKMANTOWN MIDDLE SCHOOL,2013,95,59,13
090301060006,BEEKMANTOWN HIGH SCHOOL,2013,93,35,6
090501040000,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,2013,95,34,3
090501040002,NORTHEASTERN CLINTON SENIOR HIGH SCHOOL,2013,94,19,4
090501040003,ROUSES POINT ELEMENTARY SCHOOL,2013,96,1,0
090501040006,MOOERS ELEMENTARY SCHOOL,2013,95,6,2
090501040007,NORTHEASTERN CLINTON MIDDLE SCHOOL,2013,95,8,3
090601020000,CHAZY UNION FREE SCHOOL DISTRICT,2013,96,8,2
090601020001,CHAZY CENTRAL RURAL ELEMENTARY SCHOOL,2013,95,4,2
090601020002,CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL,2013,99,4,2
090901040000,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,2013,95,54,6
090901040001,NORTHERN ADIRONDACK ELEMENTARY SCHOOL,2013,95,1,0
090901040002,NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL,2013,95,53,12
091101060000,PERU CENTRAL SCHOOL DISTRICT,2013,95,72,4
091101060004,PERU ELEMENTARY SCHOOL,2013,95,8,1
091101060005,PERU SECONDARY SCHOOL,2013,95,64,10
091200010000,PLATTSBURGH CITY SCHOOL DISTRICT,2013,94,42,2
091200010001,BAILEY AVENUE SCHOOL,2013,94,0,0
091200010003,ARTHUR P MOMOT ELEMENTARY SCHOOL,2013,95,0,0
091200010004,OAK STREET SCHOOL,2013,96,5,2
091200010005,STAFFORD MIDDLE SCHOOL,2013,95,21,5
091200010006,PLATTSBURGH SENIOR HIGH SCHOOL,2013,93,16,3
091402060000,SARANAC CENTRAL SCHOOL DISTRICT,2013,95,39,3
091402060002,MORRISONVILLE ELEMENTARY SCHOOL,2013,95,0,0
091402060004,SARANAC ELEMENTARY SCHOOL,2013,94,0,0
091402060005,SARANAC HIGH SCHOOL,2013,92,24,5
061503040003,FORESTVILLE CENTRAL HIGH SCHOOL,2014,93,0,0
061601040000,PANAMA CENTRAL SCHOOL DISTRICT,2014,96,5,1
061601040001,PANAMA HIGH SCHOOL,2014,96,3,1
061601040003,PANAMA K-6 SCHOOL,2014,96,2,1
061700010000,JAMESTOWN CITY SCHOOL DISTRICT,2014,91,359,7
061700010001,CARLYLE C RING ELEMENTARY SCHOOL,2014,94,23,6
061700010003,CLINTON V BUSH ELEMENTARY SCHOOL,2014,94,12,4
061700010006,PERSELL MIDDLE SCHOOL,2014,95,43,9
061700010007,MILTON J FLETCHER ELEMENTARY SCHOOL,2014,94,20,4
061700010009,SAMUEL G LOVE ELEMENTARY SCHOOL,2014,92,14,4
091402060007,SARANAC MIDDLE SCHOOL,2013,93,15,5
100308020000,BERKSHIRE UNION FREE SCHOOL DISTRICT,2013,0,25,26
100308020001,BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL,2013,97,25,26
100501040000,TACONIC HILLS CENTRAL SCHOOL DISTRICT,2013,93,89,6
100501040003,TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,2013,92,83,18
100501040006,TACONIC HILLS ELEMENTARY SCHOOL,2013,94,6,1
100902040000,GERMANTOWN CENTRAL SCHOOL DISTRICT,2013,95,21,4
100902040003,GERMANTOWN ELEMENTARY SCHOOL,2013,95,6,2
100902040004,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,2013,95,15,6
101001040000,CHATHAM CENTRAL SCHOOL DISTRICT,2013,94,29,2
101001040001,MARY E DARDESS ELEMENTARY SCHOOL,2013,95,2,0
061700010010,THOMAS JEFFERSON MIDDLE SCHOOL,2014,95,41,8
061700010011,ABRAHAM LINCOLN ELEMENTARY SCHOOL,2014,94,17,4
061700010012,GEORGE WASHINGTON MIDDLE SCHOOL,2014,87,62,12
061700010013,JAMESTOWN HIGH SCHOOL,2014,92,127,9
062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,2014,95,14,1
062201060001,FREDONIA ELEMENTARY SCHOOL,2014,95,4,1
062201060002,FREDONIA MIDDLE SCHOOL,2014,96,2,0
